Risk_Zone,Crop,Variety,Year,Acres,Yield
19,Canola/Rapeseed,CS4000 LL,2022,1247,42.4
19,Canola/Rapeseed,CS4000 LL,2023,4752,35.3
19,Canola/Rapeseed,CS4000 LL,2024,1964,32.8
19,Canola/Rapeseed,CS4000 LL,2025,525,44.3
19,Canola/Rapeseed,CS4100 LL,2021,,
19,Canola/Rapeseed,CS4100 LL,2022,,
19,Canola/Rapeseed,CS4100 LL,2023,,
19,Canola/Rapeseed,CS4100 LL,2024,,
19,Canola/Rapeseed,CS4100 LL,2025,1965,45.4
19,Canola/Rapeseed,DK 801 LL,2021,,
19,Canola/Rapeseed,DK 801 LL,2022,,
19,Canola/Rapeseed,DK 801 LL,2023,,
19,Canola/Rapeseed,DK 801 LL,2024,,
19,Canola/Rapeseed,DK 801 LL,2025,1190,50.8
19,Canola/Rapeseed,DK401TK,2021,,
19,Canola/Rapeseed,DK401TK,2022,,
19,Canola/Rapeseed,DK401TK,2023,,
19,Canola/Rapeseed,DK401TK,2024,,
19,Canola/Rapeseed,DK401TK,2025,7773,53.7
19,Canola/Rapeseed,DK401TL,2021,,
19,Canola/Rapeseed,DK401TL,2022,,
19,Canola/Rapeseed,DK401TL,2023,,
19,Canola/Rapeseed,DK401TL,2024,,
19,Canola/Rapeseed,DK401TL,2025,1575,46.0
19,Canola/Rapeseed,DK800LL,2021,,
19,Canola/Rapeseed,DK800LL,2022,,
19,Canola/Rapeseed,DK800LL,2023,,
19,Canola/Rapeseed,DK800LL,2024,,
19,Canola/Rapeseed,DK800LL,2025,1452,46.4
19,Canola/Rapeseed,DK801LL,2021,,
19,Canola/Rapeseed,DK801LL,2022,,
19,Canola/Rapeseed,DK801LL,2023,,
19,Canola/Rapeseed,DK801LL,2024,,
19,Canola/Rapeseed,DK801LL,2025,1198,48.4
19,Canola/Rapeseed,DK900TF,2021,,
19,Canola/Rapeseed,DK900TF,2022,,
19,Canola/Rapeseed,DK900TF,2023,3359,40.7
19,Canola/Rapeseed,DK900TF,2024,4025,30.1
19,Canola/Rapeseed,DK900TF,2025,1359,46.9
19,Canola/Rapeseed,DK902TF,2021,,
19,Canola/Rapeseed,DK902TF,2022,,
19,Canola/Rapeseed,DK902TF,2023,2082,39.9
19,Canola/Rapeseed,DK902TF,2024,2261,38.6
19,Canola/Rapeseed,DK902TF,2025,1750,53.4
19,Canola/Rapeseed,LR354PC,2021,,
19,Canola/Rapeseed,LR354PC,2022,,
19,Canola/Rapeseed,LR354PC,2023,1009,27.7
19,Canola/Rapeseed,LR354PC,2024,,
19,Canola/Rapeseed,LR354PC,2025,695,49.4
19,Canola/Rapeseed,L233P,2021,15225,20.2
19,Canola/Rapeseed,L233P,2022,11773,28.8
19,Canola/Rapeseed,L233P,2023,6749,30.8
19,Canola/Rapeseed,L233P,2024,2867,34.6
19,Canola/Rapeseed,L233P,2025,473,49.4
19,Canola/Rapeseed,L330PC,2021,,
19,Canola/Rapeseed,L330PC,2022,,
19,Canola/Rapeseed,L330PC,2023,,
19,Canola/Rapeseed,L330PC,2024,,
19,Canola/Rapeseed,L330PC,2025,8805,53.7
19,Canola/Rapeseed,L333PC,2021,,
19,Canola/Rapeseed,L333PC,2022,,
19,Canola/Rapeseed,L333PC,2023,,
19,Canola/Rapeseed,L333PC,2024,,
19,Canola/Rapeseed,L333PC,2025,4268,53.7
19,Canola/Rapeseed,L340PC,2021,15054,24.9
19,Canola/Rapeseed,L340PC,2022,29254,37.3
19,Canola/Rapeseed,L340PC,2023,32370,40.0
19,Canola/Rapeseed,L340PC,2024,41125,36.4
19,Canola/Rapeseed,L340PC,2025,44159,51.9
19,Canola/Rapeseed,L343PC,2021,,
19,Canola/Rapeseed,L343PC,2022,4167,33.5
19,Canola/Rapeseed,L343PC,2023,2338,34.1
19,Canola/Rapeseed,L343PC,2024,1597,33.5
19,Canola/Rapeseed,L343PC,2025,1187,47.7
19,Canola/Rapeseed,L345PC,2021,23056,24.9
19,Canola/Rapeseed,L345PC,2022,20979,35.6
19,Canola/Rapeseed,L345PC,2023,18556,31.7
19,Canola/Rapeseed,L345PC,2024,21060,34.6
19,Canola/Rapeseed,L345PC,2025,6855,48.8
19,Canola/Rapeseed,L350PC,2021,,
19,Canola/Rapeseed,L350PC,2022,,
19,Canola/Rapeseed,L350PC,2023,7052,42.3
19,Canola/Rapeseed,L350PC,2024,4054,37.6
19,Canola/Rapeseed,L350PC,2025,3318,52.7
19,Canola/Rapeseed,L356PC,2021,,
19,Canola/Rapeseed,L356PC,2022,3244,42.2
19,Canola/Rapeseed,L356PC,2023,13125,39.4
19,Canola/Rapeseed,L356PC,2024,15874,36.2
19,Canola/Rapeseed,L356PC,2025,16642,51.1
19,Canola/Rapeseed,PV 660 LCM,2021,,
19,Canola/Rapeseed,PV 660 LCM,2022,4811,37.4
19,Canola/Rapeseed,PV 660 LCM,2023,4132,31.0
19,Canola/Rapeseed,PV 660 LCM,2024,475,36.2
19,Canola/Rapeseed,PV 660 LCM,2025,948,30.3
19,Canola/Rapeseed,PV 661 LCM,2021,,
19,Canola/Rapeseed,PV 661 LCM,2022,,
19,Canola/Rapeseed,PV 661 LCM,2023,,
19,Canola/Rapeseed,PV 661 LCM,2024,6921,29.9
19,Canola/Rapeseed,PV 661 LCM,2025,1575,47.7
19,Canola/Rapeseed,PV 681 LC,2021,10751,22.9
19,Canola/Rapeseed,PV 681 LC,2022,3492,41.7
19,Canola/Rapeseed,PV 681 LC,2023,4131,39.6
19,Canola/Rapeseed,PV 681 LC,2024,2651,34.8
19,Canola/Rapeseed,PV 681 LC,2025,1449,45.1
19,Canola/Rapeseed,PV 760 TM,2021,2983,24.1
19,Canola/Rapeseed,PV 760 TM,2022,1804,26.4
19,Canola/Rapeseed,PV 760 TM,2023,4781,31.5
19,Canola/Rapeseed,PV 760 TM,2024,2780,29.4
19,Canola/Rapeseed,PV 760 TM,2025,1228,49.0
19,Canola/Rapeseed,PV 781 TCM,2021,,
19,Canola/Rapeseed,PV 781 TCM,2022,,
19,Canola/Rapeseed,PV 781 TCM,2023,3432,37.7
19,Canola/Rapeseed,PV 781 TCM,2024,2479,28.6
19,Canola/Rapeseed,PV 781 TCM,2025,1445,41.0
19,Canola/Rapeseed,PV661 LCM,2021,,
19,Canola/Rapeseed,PV661 LCM,2022,,
19,Canola/Rapeseed,PV661 LCM,2023,1571,25.5
19,Canola/Rapeseed,PV661 LCM,2024,3423,33.6
19,Canola/Rapeseed,PV661 LCM,2025,2287,47.1
19,Canola/Rapeseed,PV783,2021,,
19,Canola/Rapeseed,PV783,2022,,
19,Canola/Rapeseed,PV783,2023,,
19,Canola/Rapeseed,PV783,2024,,
19,Canola/Rapeseed,PV783,2025,1030,49.4
19,Canola/Rapeseed,P1530G,2021,,
19,Canola/Rapeseed,P1530G,2022,,
19,Canola/Rapeseed,P1530G,2023,,
19,Canola/Rapeseed,P1530G,2024,,
19,Canola/Rapeseed,P1530G,2025,1211,50.5
19,Canola/Rapeseed,P1540L,2021,,
19,Canola/Rapeseed,P1540L,2022,,
19,Canola/Rapeseed,P1540L,2023,,
19,Canola/Rapeseed,P1540L,2024,,
19,Canola/Rapeseed,P1540L,2025,463,48.0
19,Canola/Rapeseed,P505MSL,2021,4394,24.6
19,Canola/Rapeseed,P505MSL,2022,3835,38.2
19,Canola/Rapeseed,P505MSL,2023,8383,38.1
19,Canola/Rapeseed,P505MSL,2024,9474,32.1
19,Canola/Rapeseed,P505MSL,2025,7411,51.7
19,Canola/Rapeseed,P515G,2021,,
19,Canola/Rapeseed,P515G,2022,,
19,Canola/Rapeseed,P515G,2023,1594,39.2
19,Canola/Rapeseed,P515G,2024,2417,35.2
19,Canola/Rapeseed,P515G,2025,4851,47.6
19,Canola/Rapeseed,P516L,2021,,
19,Canola/Rapeseed,P516L,2022,,
19,Canola/Rapeseed,P516L,2023,3665,34.3
19,Canola/Rapeseed,P516L,2024,12226,30.7
19,Canola/Rapeseed,P516L,2025,2634,42.2
19,Canola/Rapeseed,P519L,2021,,
19,Canola/Rapeseed,P519L,2022,,
19,Canola/Rapeseed,P519L,2023,,
19,Canola/Rapeseed,P519L,2024,1058,37.5
19,Canola/Rapeseed,P519L,2025,3197,48.3
19,Canola/Rapeseed,P520L,2021,,
19,Canola/Rapeseed,P520L,2022,,
19,Canola/Rapeseed,P520L,2023,,
19,Canola/Rapeseed,P520L,2024,,
19,Canola/Rapeseed,P520L,2025,9956,47.1
19,Canola/Rapeseed,P612L,2021,,
19,Canola/Rapeseed,P612L,2022,,
19,Canola/Rapeseed,P612L,2023,5198,36.3
19,Canola/Rapeseed,P612L,2024,3224,33.3
19,Canola/Rapeseed,P612L,2025,1310,39.7
19,Field Peas,ARDILL AAC,2021,4091,23.2
19,Field Peas,ARDILL AAC,2022,2767,31.1
19,Field Peas,ARDILL AAC,2023,3037,37.5
19,Field Peas,ARDILL AAC,2024,2713,34.0
19,Field Peas,ARDILL AAC,2025,1097,50.3
19,Field Peas,CARVER AAC,2021,3306,23.4
19,Field Peas,CARVER AAC,2022,3330,33.3
19,Field Peas,CARVER AAC,2023,2248,36.7
19,Field Peas,CARVER AAC,2024,2516,39.5
19,Field Peas,CARVER AAC,2025,1179,43.7
19,Field Peas,FOREST CDC,2021,1477,17.7
19,Field Peas,FOREST CDC,2022,1565,43.1
19,Field Peas,FOREST CDC,2023,2036,46.1
19,Field Peas,FOREST CDC,2024,2172,36.8
19,Field Peas,FOREST CDC,2025,1414,46.7
19,Field Peas,GREENWATER,2021,,
19,Field Peas,GREENWATER,2022,,
19,Field Peas,GREENWATER,2023,,
19,Field Peas,GREENWATER,2024,679,46.3
19,Field Peas,GREENWATER,2025,1608,53.5
19,Field Peas,JULIUS AAC,2021,,
19,Field Peas,JULIUS AAC,2022,,
19,Field Peas,JULIUS AAC,2023,,
19,Field Peas,JULIUS AAC,2024,,
19,Field Peas,JULIUS AAC,2025,1701,60.5
19,Field Peas,LEWOCHKO CDC,2021,1255,17.4
19,Field Peas,LEWOCHKO CDC,2022,,
19,Field Peas,LEWOCHKO CDC,2023,2066,34.4
19,Field Peas,LEWOCHKO CDC,2024,732,27.1
19,Field Peas,LEWOCHKO CDC,2025,1357,57.2
19,Field Peas,LIMERICK CDC,2021,1810,22.6
19,Field Peas,LIMERICK CDC,2022,965,35.0
19,Field Peas,LIMERICK CDC,2023,,
19,Field Peas,LIMERICK CDC,2024,542,21.9
19,Field Peas,LIMERICK CDC,2025,1251,50.3
19,Field Peas,MEADOW CDC,2021,3721,24.5
19,Field Peas,MEADOW CDC,2022,1625,42.0
19,Field Peas,MEADOW CDC,2023,3766,38.2
19,Field Peas,MEADOW CDC,2024,1571,33.5
19,Field Peas,MEADOW CDC,2025,1959,54.4
19,Field Peas,MOSAIC CDC,2021,,
19,Field Peas,MOSAIC CDC,2022,,
19,Field Peas,MOSAIC CDC,2023,,
19,Field Peas,MOSAIC CDC,2024,,
19,Field Peas,MOSAIC CDC,2025,1131,46.1
19,Field Peas,PROFIT AAC,2021,,
19,Field Peas,PROFIT AAC,2022,1098,36.9
19,Field Peas,PROFIT AAC,2023,853,44.8
19,Field Peas,PROFIT AAC,2024,890,32.5
19,Field Peas,PROFIT AAC,2025,1594,41.9
19,Field Peas,RIDER CDC,2021,,
19,Field Peas,RIDER CDC,2022,,
19,Field Peas,RIDER CDC,2023,,
19,Field Peas,RIDER CDC,2024,,
19,Field Peas,RIDER CDC,2025,890,60.4
19,Field Peas,SPECTRUM CDC,2021,6074,21.7
19,Field Peas,SPECTRUM CDC,2022,4627,31.8
19,Field Peas,SPECTRUM CDC,2023,8371,39.4
19,Field Peas,SPECTRUM CDC,2024,3618,37.7
19,Field Peas,SPECTRUM CDC,2025,1552,61.8
19,Flax,GLAS CDC,2021,3775,14.2
19,Flax,GLAS CDC,2022,2840,32.0
19,Flax,GLAS CDC,2023,946,23.6
19,Flax,GLAS CDC,2024,1486,20.9
19,Flax,GLAS CDC,2025,1378,33.4
19,Flax,ROWLAND CDC,2021,,
19,Flax,ROWLAND CDC,2022,,
19,Flax,ROWLAND CDC,2023,,
19,Flax,ROWLAND CDC,2024,,
19,Flax,ROWLAND CDC,2025,608,39.8
19,IP Canola/Rapeseed,B3018N,2021,,
19,IP Canola/Rapeseed,B3018N,2022,,
19,IP Canola/Rapeseed,B3018N,2023,,
19,IP Canola/Rapeseed,B3018N,2024,,
19,IP Canola/Rapeseed,B3018N,2025,931,39.4
19,IP Canola/Rapeseed,L358HPC,2021,,
19,IP Canola/Rapeseed,L358HPC,2022,,
19,IP Canola/Rapeseed,L358HPC,2023,,
19,IP Canola/Rapeseed,L358HPC,2024,3254,40.5
19,IP Canola/Rapeseed,L358HPC,2025,2827,49.2
19,IP Canola/Rapeseed,V25-3T,2021,,
19,IP Canola/Rapeseed,V25-3T,2022,674,29.3
19,IP Canola/Rapeseed,V25-3T,2023,1604,35.8
19,IP Canola/Rapeseed,V25-3T,2024,,
19,IP Canola/Rapeseed,V25-3T,2025,1118,31.2
19,IP Canola/Rapeseed,V25-6T,2021,,
19,IP Canola/Rapeseed,V25-6T,2022,,
19,IP Canola/Rapeseed,V25-6T,2023,,
19,IP Canola/Rapeseed,V25-6T,2024,889,32.5
19,IP Canola/Rapeseed,V25-6T,2025,1056,51.6
19,Oats,SO-1 CDC,2021,,
19,Oats,SO-1 CDC,2022,,
19,Oats,SO-1 CDC,2023,,
19,Oats,SO-1 CDC,2024,,
19,Oats,SO-1 CDC,2025,526,79.7
19,Wheat,- Canada Prairie ANDREW AC,2021,1660,38.4
19,Wheat,- Canada Prairie ANDREW AC,2022,1222,49.3
19,Wheat,- Canada Prairie ANDREW AC,2023,4598,56.2
19,Wheat,- Canada Prairie ANDREW AC,2024,,
19,Wheat,- Canada Prairie ANDREW AC,2025,888,69.9
19,Wheat,FORAY AAC,2021,,
19,Wheat,FORAY AAC,2022,,
19,Wheat,FORAY AAC,2023,2363,68.2
19,Wheat,FORAY AAC,2024,1034,44.7
19,Wheat,FORAY AAC,2025,1182,61.5
19,Wheat,RORKE SY,2021,,
19,Wheat,RORKE SY,2022,,
19,Wheat,RORKE SY,2023,,
19,Wheat,RORKE SY,2024,,
19,Wheat,RORKE SY,2025,4052,77.3
19,Wheat - Hard Red Spring,ALIDA VB AAC,2021,12819,31.7
19,Wheat - Hard Red Spring,ALIDA VB AAC,2022,13874,43.2
19,Wheat - Hard Red Spring,ALIDA VB AAC,2023,6841,44.9
19,Wheat - Hard Red Spring,ALIDA VB AAC,2024,8989,48.5
19,Wheat - Hard Red Spring,ALIDA VB AAC,2025,5428,53.1
19,Wheat - Hard Red Spring,BRANDON AAC,2021,27453,41.3
19,Wheat - Hard Red Spring,BRANDON AAC,2022,21160,41.3
19,Wheat - Hard Red Spring,BRANDON AAC,2023,26058,42.6
19,Wheat - Hard Red Spring,BRANDON AAC,2024,16440,51.3
19,Wheat - Hard Red Spring,BRANDON AAC,2025,13035,63.7
19,Wheat - Hard Red Spring,BROADACRES AAC,2021,,
19,Wheat - Hard Red Spring,BROADACRES AAC,2022,,
19,Wheat - Hard Red Spring,BROADACRES AAC,2023,2245,43.5
19,Wheat - Hard Red Spring,BROADACRES AAC,2024,13337,50.6
19,Wheat - Hard Red Spring,BROADACRES AAC,2025,19156,67.5
19,Wheat - Hard Red Spring,CARBERRY,2021,,
19,Wheat - Hard Red Spring,CARBERRY,2022,1040,34.6
19,Wheat - Hard Red Spring,CARBERRY,2023,,
19,Wheat - Hard Red Spring,CARBERRY,2024,562,43.0
19,Wheat - Hard Red Spring,CARBERRY,2025,1575,50.9
19,Wheat - Hard Red Spring,ELIE AAC,2021,6846,22.4
19,Wheat - Hard Red Spring,ELIE AAC,2022,3792,40.2
19,Wheat - Hard Red Spring,ELIE AAC,2023,1398,40.7
19,Wheat - Hard Red Spring,ELIE AAC,2024,4122,49.5
19,Wheat - Hard Red Spring,ELIE AAC,2025,645,60.2
19,Wheat - Hard Red Spring,HOCKLEY AAC,2021,,
19,Wheat - Hard Red Spring,HOCKLEY AAC,2022,,
19,Wheat - Hard Red Spring,HOCKLEY AAC,2023,781,53.9
19,Wheat - Hard Red Spring,HOCKLEY AAC,2024,4122,49.6
19,Wheat - Hard Red Spring,HOCKLEY AAC,2025,9473,60.2
19,Wheat - Hard Red Spring,HODGE AAC VB,2021,,
19,Wheat - Hard Red Spring,HODGE AAC VB,2022,,
19,Wheat - Hard Red Spring,HODGE AAC VB,2023,2272,56.9
19,Wheat - Hard Red Spring,HODGE AAC VB,2024,11637,47.2
19,Wheat - Hard Red Spring,HODGE AAC VB,2025,13315,69.3
19,Wheat - Hard Red Spring,HUGHES CDC VB,2021,7175,31.0
19,Wheat - Hard Red Spring,HUGHES CDC VB,2022,10479,44.0
19,Wheat - Hard Red Spring,HUGHES CDC VB,2023,7268,45.7
19,Wheat - Hard Red Spring,HUGHES CDC VB,2024,5325,49.4
19,Wheat - Hard Red Spring,HUGHES CDC VB,2025,1668,58.0
19,Wheat - Hard Red Spring,LANDMARK CDC,2021,22328,31.4
19,Wheat - Hard Red Spring,LANDMARK CDC,2022,5059,50.0
19,Wheat - Hard Red Spring,LANDMARK CDC,2023,5805,52.2
19,Wheat - Hard Red Spring,LANDMARK CDC,2024,7544,61.8
19,Wheat - Hard Red Spring,LANDMARK CDC,2025,1709,72.8
19,Wheat - Hard Red Spring,ORTONA CDC,2021,,
19,Wheat - Hard Red Spring,ORTONA CDC,2022,1380,30.3
19,Wheat - Hard Red Spring,ORTONA CDC,2023,6519,39.1
19,Wheat - Hard Red Spring,ORTONA CDC,2024,1860,45.7
19,Wheat - Hard Red Spring,ORTONA CDC,2025,7048,55.6
19,Wheat - Hard Red Spring,PLENTIFUL CDC,2021,2804,32.3
19,Wheat - Hard Red Spring,PLENTIFUL CDC,2022,2365,43.8
19,Wheat - Hard Red Spring,PLENTIFUL CDC,2023,1033,46.6
19,Wheat - Hard Red Spring,PLENTIFUL CDC,2024,1527,45.4
19,Wheat - Hard Red Spring,PLENTIFUL CDC,2025,1727,57.0
19,Wheat - Hard Red Spring,SILAS CDC,2021,,
19,Wheat - Hard Red Spring,SILAS CDC,2022,,
19,Wheat - Hard Red Spring,SILAS CDC,2023,3238,67.0
19,Wheat - Hard Red Spring,SILAS CDC,2024,7313,58.9
19,Wheat - Hard Red Spring,SILAS CDC,2025,5311,67.6
19,Wheat - Hard Red Spring,STANLEY CDC,2021,6700,30.5
19,Wheat - Hard Red Spring,STANLEY CDC,2022,5928,38.2
19,Wheat - Hard Red Spring,STANLEY CDC,2023,1092,47.1
19,Wheat - Hard Red Spring,STANLEY CDC,2024,6073,41.5
19,Wheat - Hard Red Spring,STANLEY CDC,2025,2482,51.6
19,Wheat - Hard Red Spring,STARBUCK AAC VB,2021,1219,38.4
19,Wheat - Hard Red Spring,STARBUCK AAC VB,2022,6257,46.3
19,Wheat - Hard Red Spring,STARBUCK AAC VB,2023,12005,45.5
19,Wheat - Hard Red Spring,STARBUCK AAC VB,2024,12879,51.9
19,Wheat - Hard Red Spring,STARBUCK AAC VB,2025,12419,61.2
19,Wheat - Hard Red Spring,UTMOST CDC,2021,5255,34.0
19,Wheat - Hard Red Spring,UTMOST CDC,2022,2795,46.7
19,Wheat - Hard Red Spring,UTMOST CDC,2023,4862,61.1
19,Wheat - Hard Red Spring,UTMOST CDC,2024,703,41.1
19,Wheat - Hard Red Spring,UTMOST CDC,2025,439,73.9
19,Wheat - Hard Red Spring,VIEWFIELD AAC,2021,23971,37.0
19,Wheat - Hard Red Spring,VIEWFIELD AAC,2022,27683,52.7
19,Wheat - Hard Red Spring,VIEWFIELD AAC,2023,27791,62.0
19,Wheat - Hard Red Spring,VIEWFIELD AAC,2024,24200,61.6
19,Wheat - Hard Red Spring,VIEWFIELD AAC,2025,28370,74.1
19,Wheat - Hard Red Spring,WESTKING AAC,2021,,
19,Wheat - Hard Red Spring,WESTKING AAC,2022,,
19,Wheat - Hard Red Spring,WESTKING AAC,2023,,
19,Wheat - Hard Red Spring,WESTKING AAC,2024,,
19,Wheat - Hard Red Spring,WESTKING AAC,2025,475,75.6
19,Wheat - Hard Red Spring,WHEATLAND VB AAC,2021,8132,35.2
19,Wheat - Hard Red Spring,WHEATLAND VB AAC,2022,26845,49.9
19,Wheat - Hard Red Spring,WHEATLAND VB AAC,2023,45990,58.0
19,Wheat - Hard Red Spring,WHEATLAND VB AAC,2024,33896,52.0
19,Wheat - Hard Red Spring,WHEATLAND VB AAC,2025,26958,63.9
19,Lentils - Large Green,LIMA CDC,2021,,
19,Lentils - Large Green,LIMA CDC,2022,544,604
19,Lentils - Large Green,LIMA CDC,2023,,
19,Lentils - Large Green,LIMA CDC,2024,1575,1473
19,Lentils - Large Green,LIMA CDC,2025,834,2319
19,Lentils,- Other JIMINI CDC CL,2021,,
19,Lentils,- Other JIMINI CDC CL,2022,,
19,Lentils,- Other JIMINI CDC CL,2023,,
19,Lentils,- Other JIMINI CDC CL,2024,,
19,Lentils,- Other JIMINI CDC CL,2025,545,2337
19,Lentils - Red,MAXIM CDC,2021,14044,1129
19,Lentils - Red,MAXIM CDC,2022,11281,1228
19,Lentils - Red,MAXIM CDC,2023,7640,1870
19,Lentils - Red,MAXIM CDC,2024,7542,1475
19,Lentils - Red,MAXIM CDC,2025,5014,2498
19,Lentils - Red,NIMBLE,2021,1112,1129
19,Lentils - Red,NIMBLE,2022,530,1671
19,Lentils - Red,NIMBLE,2023,525,1583
19,Lentils - Red,NIMBLE,2024,2977,1149
19,Lentils - Red,NIMBLE,2025,1732,2178
19,Lentils - Red,PROCLAIM CDC,2021,3294,1146
19,Lentils - Red,PROCLAIM CDC,2022,3393,1680
19,Lentils - Red,PROCLAIM CDC,2023,4013,1581
19,Lentils - Red,PROCLAIM CDC,2024,801,1603
19,Lentils - Red,PROCLAIM CDC,2025,1453,2842
19,Lentils - Red,SIMMIE CDC,2021,537,882
19,Lentils - Red,SIMMIE CDC,2022,3060,1360
19,Lentils - Red,SIMMIE CDC,2023,5315,1640
19,Lentils - Red,SIMMIE CDC,2024,,
19,Lentils - Red,SIMMIE CDC,2025,5798,2399
20,Barley,ADVANTAGE AB,2021,,
20,Barley,ADVANTAGE AB,2022,,
20,Barley,ADVANTAGE AB,2023,,
20,Barley,ADVANTAGE AB,2024,,
20,Barley,ADVANTAGE AB,2025,496,72.7
20,Barley,ALTORADO,2021,863,64.5
20,Barley,ALTORADO,2022,1560,55.3
20,Barley,ALTORADO,2023,941,63.3
20,Barley,ALTORADO,2024,714,60.0
20,Barley,ALTORADO,2025,1385,115.0
20,Barley,AUSTENSON CDC,2021,20664,50.3
20,Barley,AUSTENSON CDC,2022,12699,75.1
20,Barley,AUSTENSON CDC,2023,9013,77.7
20,Barley,AUSTENSON CDC,2024,7337,62.2
20,Barley,AUSTENSON CDC,2025,3809,81.9
20,Barley,CHURCHILL CDC,2021,439,43.2
20,Barley,CHURCHILL CDC,2022,984,77.6
20,Barley,CHURCHILL CDC,2023,3212,81.8
20,Barley,CHURCHILL CDC,2024,4844,67.0
20,Barley,CHURCHILL CDC,2025,6647,86.6
20,Barley,CLAYMORE,2021,8571,30.1
20,Barley,CLAYMORE,2022,6477,58.0
20,Barley,CLAYMORE,2023,7980,75.3
20,Barley,CLAYMORE,2024,6285,52.9
20,Barley,CLAYMORE,2025,5063,88.6
20,Barley,CONNECT AAC,2021,2179,52.4
20,Barley,CONNECT AAC,2022,2765,71.2
20,Barley,CONNECT AAC,2023,2516,73.2
20,Barley,CONNECT AAC,2024,3704,66.2
20,Barley,CONNECT AAC,2025,4379,102.1
20,Barley,COPELAND CDC,2021,15152,35.9
20,Barley,COPELAND CDC,2022,10082,70.1
20,Barley,COPELAND CDC,2023,5605,64.4
20,Barley,COPELAND CDC,2024,2779,57.5
20,Barley,COPELAND CDC,2025,460,81.0
20,Barley,COPPER CDC,2021,,
20,Barley,COPPER CDC,2022,2379,66.2
20,Barley,COPPER CDC,2023,650,86.3
20,Barley,COPPER CDC,2024,427,50.0
20,Barley,COPPER CDC,2025,901,79.2
20,Barley,COWBOY CDC,2021,,
20,Barley,COWBOY CDC,2022,594,71.8
20,Barley,COWBOY CDC,2023,1711,73.0
20,Barley,COWBOY CDC,2024,,
20,Barley,COWBOY CDC,2025,2118,48.0
20,Barley,DURANGO CDC,2021,,
20,Barley,DURANGO CDC,2022,,
20,Barley,DURANGO CDC,2023,,
20,Barley,DURANGO CDC,2024,,
20,Barley,DURANGO CDC,2025,1071,99.7
20,Barley,FRASER CDC,2021,,
20,Barley,FRASER CDC,2022,,
20,Barley,FRASER CDC,2023,1126,66.9
20,Barley,FRASER CDC,2024,,
20,Barley,FRASER CDC,2025,672,93.8
20,Barley,HAGUE AB,2021,,
20,Barley,HAGUE AB,2022,,
20,Barley,HAGUE AB,2023,1340,61.5
20,Barley,HAGUE AB,2024,1341,43.6
20,Barley,HAGUE AB,2025,725,65.4
20,Barley,MAVERICK CDC,2021,1683,30.6
20,Barley,MAVERICK CDC,2022,2857,45.7
20,Barley,MAVERICK CDC,2023,2697,58.8
20,Barley,MAVERICK CDC,2024,2441,59.4
20,Barley,MAVERICK CDC,2025,2801,72.8
20,Barley,METCALFE AC,2021,2094,49.6
20,Barley,METCALFE AC,2022,2260,55.8
20,Barley,METCALFE AC,2023,430,79.0
20,Barley,METCALFE AC,2024,1369,36.2
20,Barley,METCALFE AC,2025,934,65.5
20,Barley,OREANA,2021,4697,34.1
20,Barley,OREANA,2022,2718,57.9
20,Barley,OREANA,2023,739,68.7
20,Barley,OREANA,2024,906,56.2
20,Barley,OREANA,2025,505,83.8
20,Barley,RENEGADE CDC,2021,,
20,Barley,RENEGADE CDC,2022,,
20,Barley,RENEGADE CDC,2023,,
20,Barley,RENEGADE CDC,2024,907,49.0
20,Barley,RENEGADE CDC,2025,1242,73.2
20,Barley,SYNERGY AAC,2021,12314,38.8
20,Barley,SYNERGY AAC,2022,12217,61.0
20,Barley,SYNERGY AAC,2023,11916,68.8
20,Barley,SYNERGY AAC,2024,11614,70.2
20,Barley,SYNERGY AAC,2025,13344,102.4
20,Canola/Rapeseed,BY 6214TF,2021,,
20,Canola/Rapeseed,BY 6214TF,2022,,
20,Canola/Rapeseed,BY 6214TF,2023,,
20,Canola/Rapeseed,BY 6214TF,2024,2211,25.2
20,Canola/Rapeseed,BY 6214TF,2025,641,47.5
20,Canola/Rapeseed,BY 6217TF,2021,,
20,Canola/Rapeseed,BY 6217TF,2022,,
20,Canola/Rapeseed,BY 6217TF,2023,3759,43.7
20,Canola/Rapeseed,BY 6217TF,2024,,
20,Canola/Rapeseed,BY 6217TF,2025,525,45.3
20,Canola/Rapeseed,BY 7204LL,2021,,
20,Canola/Rapeseed,BY 7204LL,2022,,
20,Canola/Rapeseed,BY 7204LL,2023,,
20,Canola/Rapeseed,BY 7204LL,2024,4633,35.8
20,Canola/Rapeseed,BY 7204LL,2025,13432,46.2
20,Canola/Rapeseed,B3019,2021,,
20,Canola/Rapeseed,B3019,2022,,
20,Canola/Rapeseed,B3019,2023,,
20,Canola/Rapeseed,B3019,2024,,
20,Canola/Rapeseed,B3019,2025,701,32.1
20,Canola/Rapeseed,B3020,2021,,
20,Canola/Rapeseed,B3020,2022,,
20,Canola/Rapeseed,B3020,2023,,
20,Canola/Rapeseed,B3020,2024,,
20,Canola/Rapeseed,B3020,2025,2122,41.8
20,Canola/Rapeseed,CS3000 TF,2021,,
20,Canola/Rapeseed,CS3000 TF,2022,,
20,Canola/Rapeseed,CS3000 TF,2023,713,40.6
20,Canola/Rapeseed,CS3000 TF,2024,,
20,Canola/Rapeseed,CS3000 TF,2025,447,49.7
20,Canola/Rapeseed,CS3300 TF,2021,,
20,Canola/Rapeseed,CS3300 TF,2022,,
