Year,RM,Spring Wheat,Durum,Canola,Barley,Oats,Peas
2020,273,45,,41.7,61.3,82.9,37.4
2021,273,40.5,,32.6,47.5,47.7,31.4
2022,273,68.8,,53,88.4,129.7,60.8
2023,273,54.6,45,47.9,68.9,83.8,58.9
2024,273,55.4,,38.1,80.6,86,58.4
2015,274,34.66,,40.98,64.4,74.69,36.2
2016,274,47,,44.6,74.1,90.1,42.5
2017,274,51.71,,46.36,76.79,96.04,51.7
2018,274,52.4,,46.4,78,95.9,49
2019,274,56.7,,50.6,87.4,111.9,36.5
2020,274,51.6,,45.4,77.6,95,45
2021,274,37.7,,33.9,42.9,46.1,26.8
2022,274,62,,50.7,81.3,122.7,55.3
2023,274,60,,51.5,84.5,97.7,50.3
2024,274,61.3,,38,76.5,117.8,46.9
2015,275,33.81,,40.16,69.03,72.8,44.7
2016,275,38.2,30.1,35.7,58.4,91.7,27.9
2017,275,43.75,,41.08,72.47,94.87,48.9
2018,275,43.8,32,41.1,68.7,90.9,35
2019,275,50.3,,44.7,80.1,92.7,35.3
2020,275,57.8,,42.2,82.8,92.7,45.6
2021,275,37.4,,29.6,39.9,44.4,23.4
2022,275,58.7,,45.9,78.1,107.8,39.5
2023,275,54.3,,42.2,82.4,82.2,34.7
2024,275,62.1,,38.4,88.7,87.1,41.5
2015,276,38.86,,30.3,60.16,85.38,51.4
2016,276,43.2,,35.9,60.8,86.7,46.5
2017,276,51.48,,37.27,65.4,90.85,46
2018,276,47.8,,38.2,59.1,85.6,40
2019,276,55.7,,44.3,80,106.3,45.2
2020,276,52.6,,41.4,80,97.3,43.4
2021,276,37.9,,30.4,42.2,49,23.8
2022,276,61.3,,50.2,79.3,114.1,45.4
2023,276,59.7,,48.6,83.4,99.5,50.8
2024,276,66,,40.3,78.1,92.8,51.4
2015,277,34.24,,31.71,45.65,66.05,43.7
2016,277,37.8,,36.4,54.9,79.5,38.5
2017,277,46.83,,37.34,66.96,85.38,41.5
2018,277,42.2,,33.1,55.3,76.1,29
2019,277,48.2,,41.3,69,87.4,47.2
2020,277,46.4,,35.5,57.8,81.9,43.7
2021,277,24.9,,21.5,31.8,44,22.2
2022,277,46.5,,41.6,72.5,86.2,42
2023,277,44.3,,38.7,57.9,78,46.4
2024,277,47.6,,41.7,62,79.8,51.3
2015,279,,,,,,
2016,279,,,,,,
2017,279,,,,,,
2018,279,,,,,,
2019,279,,,,,,
2020,279,,,,,,
2021,279,,,,,,
2022,279,,,,,,
2023,279,,,,,,
2024,279,59.2,64.3,39.2,84.6,97.6,48.6
2015,280,40.46,45.35,37.95,64.89,65.58,30.3
2016,280,46.2,45.3,42.7,69.2,60.7,35.2
2017,280,45.45,30.53,35.2,79.61,55.08,38.5
2018,280,45.4,52,39.1,62,89,38.5
2019,280,47.5,,42.1,68.3,95.5,38.3
2020,280,49.8,54.9,37.3,75.6,,43.8
2021,280,23.9,17.2,17.6,16.4,,17.2
2022,280,49.6,47,40.8,68.4,,44.8
2023,280,52.2,27.4,42.8,64.9,,38.2
2024,280,56.5,57.6,39,81,100.7,39.6
2015,281,39.17,39.6,35.76,62.35,98.24,31.4
2016,281,46.7,43.2,37.1,76.7,93.2,47.1
2017,281,46.69,40.85,38.54,72.05,84.39,35.6
2018,281,46.7,44,43.3,70.6,84.2,38.8
2019,281,50.3,56.8,44.9,77.9,77.3,43.8
2020,281,51.3,47.9,34.5,72.5,92.5,43.1
2021,281,26.6,16.4,17.3,20.6,33.3,20.3
2022,281,50.1,44.3,37.4,71.8,86.8,49.3
2023,281,47.7,33.3,34.4,68.3,15,36
2024,281,56.4,55.7,41.6,74.3,115.8,50.4
2015,282,31.73,36.7,32.43,57.32,59.78,33.7
2016,282,42.4,54,32.5,67.1,80.8,35.1
2017,282,49.69,48.37,34.7,64.84,79.86,36.6
2018,282,49.7,34,38.3,64.8,57,37
2019,282,54.6,44.7,40.1,69.2,65.4,36.2
2020,282,51.5,52.2,35.9,54.6,68.7,35.5
2021,282,37.2,19.5,17.4,19,19.7,17.4
2022,282,51.9,42.7,30.1,60.6,75.2,32.8
2023,282,43.6,30.5,27.7,52.5,39,27.6
2024,282,50.4,44.9,36.8,74.7,,37.3
2015,283,35.55,43.27,40.43,53.12,40.25,31.6
2016,283,47.1,37,43.7,72,59.3,32.7
2017,283,45.24,59.16,31.87,49.06,74.11,31
2018,283,39.7,25,30,40,,28.7
2019,283,47,,40.1,58.8,98.4,38.2
2020,283,44.3,39.1,28.6,54.7,65.4,31.2
2021,283,22.1,12.6,13.1,14.5,27,11
2022,283,32,30.9,20.4,33.3,63.2,25.9
2023,283,23.5,47.4,16.5,24.7,,19.1
2024,283,44.9,53,29.6,50.2,36.7,32.1
2015,284,41.54,43.31,39.6,64.96,82.82,33.2
2016,284,43.4,45.6,39.3,71,66,38.8
2017,284,41.7,41,39.3,49.37,75,34.9
2018,284,41.7,,32.1,35.8,,29
2019,284,48.7,45,36.2,53.4,60,31.6
2020,284,47.6,60,34.6,66.4,49.6,33
2021,284,24.5,15,16.5,19.1,32.8,17.7
2022,284,36.4,,30.3,40.9,37.6,29.3
2023,284,20.1,68,13.7,20.6,,19.8
2024,284,52.8,53.5,33.2,64.1,60.2,32.6
2015,285,37.78,32.64,36.21,49.7,66.7,32.6
2016,285,41.5,37.1,41.2,61.3,84,39.3
2017,285,38.07,40.63,33.72,57.35,65,30.1
2018,285,33.4,25.5,29.4,49,45.5,25.3
2019,285,42.4,43.9,38.1,70.7,57.4,33.7
2020,285,39.6,41.8,31,52.4,47.4,32.1
2021,285,16.2,14.1,13.8,21.8,16.6,12.8
2022,285,22.3,23.1,17.3,30,24.1,17.7
2023,285,17.4,17.2,16.4,24.1,35,13.9
2024,285,39.7,43.8,33.3,54,66.9,29.5
2015,286,34.53,38.69,39.21,51.44,,29.1
2016,286,32.3,34.4,33.1,43.6,,28.3
2017,286,40.6,44.81,33.75,58.69,60.1,28.4
2018,286,29,26,29.9,38.5,91,23
2019,286,44.4,46.9,41.2,56.8,89.7,33.2
2020,286,48.6,50.9,39.1,54.2,117.2,33
2021,286,21.2,16.7,14.1,22.1,58.3,13.6
2022,286,27.2,30.4,18.7,31.5,38.6,21.4
2023,286,32,25.3,21.2,30.1,41.8,23.3
2024,286,50.4,44.8,36,65.3,,25.6
2015,287,41.19,43.14,39.42,66.82,,34.1
2016,287,48.3,40.4,42.2,66.9,,30.1
2017,287,51.88,57.29,41.82,78.49,,30.1
2018,287,38.2,40.3,37.7,63.5,,26
2019,287,52.3,54.3,47.1,75.6,,42.2
2020,287,58.1,57.2,41.4,76.1,,38.8
2021,287,17.8,10.2,9.4,10.2,53.1,8.1
2022,287,27.2,24.7,15.7,32.2,46.2,22.8
2023,287,31.7,22.8,20.2,43.1,57.6,22.7
2024,287,52.1,58.6,37.5,77.3,47.9,27.6
2015,288,36.4,36.99,35.31,67.37,65.51,37.7
2016,288,37,35.6,39.4,64,120,38
2017,288,41.08,44.05,36.15,65.12,50,30.8
2018,288,41.1,38.5,32.5,60,60,33
2019,288,43.9,46.5,33.4,72.1,75,38
2020,288,43.1,40.7,31.3,63.3,65,37.3
2021,288,12.5,8,7.4,8.9,10,10.8
2022,288,19.3,16.7,10.2,22,22.2,16.7
2023,288,21.1,16.3,18.5,24.7,21,16.5
2024,288,44,49.1,31,63.1,75,30.9
2015,290,41.6,44.95,33.86,63.67,26.76,30.3
2016,290,36.4,44.4,37.5,60.1,31.6,37.8
2017,290,46.61,42.14,31.04,62.79,,29.2
2018,290,45.9,45.5,38,62.8,,29.2
2019,290,33.1,31,31.8,48.5,,29.6
2020,290,48.7,50,42.1,68.9,,36.7
2021,290,22.4,18.2,13.5,22.7,,18.2
2022,290,46.1,42.6,31.5,62.5,,29.7
2023,290,32.7,28.5,26.8,36.5,55.7,27.3
2024,290,41.1,39.6,36.6,64.5,71.4,28
2015,292,24.67,30.28,18.93,35.02,24.43,21.9
2016,292,39.1,41.7,45.5,82.7,,36.6
2017,292,50.62,41.64,27.98,42.72,,32.1
2018,292,49.8,42.5,37.3,57.5,,39.5
2019,292,30.2,30.4,23.5,45.4,41.4,33
2020,292,52.7,41.3,41.8,42.3,,
2021,292,22.5,13,15.4,18.4,30,30
2022,292,30,24.2,26.4,38.5,30,30.8
2023,292,26.6,20.3,22.5,36.1,15.7,27.7
2024,292,36.9,37.2,30.9,43.7,45,40.4
2015,301,35.43,,40,54.65,53.86,37.8
2016,301,50.3,,46.2,73.6,106.6,50.6
2017,301,59.81,,48.92,,115.52,57.1
2018,301,59.5,,46.2,71,79,53
2019,301,59.6,,54.5,92.3,87.2,58.7
2020,301,62.3,,47.8,83.6,113,52.8
2021,301,44.8,,32.9,66.8,46,26.9
2022,301,65.8,,46.4,88.8,100.5,50.5
2023,301,61.6,,48.5,,94.1,49.8
2024,301,70.7,,38.4,80.1,136.6,62.4
2015,303,38.64,24.07,43.87,65.24,92.81,45.1
2016,303,53.4,41.1,47.5,,101.9,
2017,303,64.87,,52.89,90.98,107.39,86.8
2018,303,66.6,,52.7,82.2,82,69
2019,303,61,,54.8,96.8,134.9,67.4
2020,303,61.3,,47.5,89.3,106.1,61.9
2021,303,40.9,,35.5,62.8,67.9,41
2022,303,67.7,,52.3,97,136.4,65.7
2023,303,67.2,,60.1,93.7,150.4,71.2
2024,303,65.4,,40.5,89.5,137.6,56.5
2015,304,39.88,,42.18,62.29,93.46,39.8
2016,304,48.1,,44,80.6,118.4,38.7
2017,304,60.43,,47.36,74.09,115.52,49.9
2018,304,60.3,,46.5,74.7,109.5,40
2019,304,64.2,,53,93.4,119.8,53.5
2020,304,56.6,,47.6,86.5,116.2,47.1
2021,304,42,,32.3,46,62.7,23
2022,304,61.6,,50.7,81.7,129.2,34.7
2023,304,71.5,,57,94.3,124.6,54.5
2024,304,67.1,,40.3,84.4,112.6,29.3
2015,305,43.33,,38.67,73.05,82.44,32.6
2016,305,43.9,,41.2,76.7,111.5,31.4
2017,305,61.34,,47.64,74.93,95.31,
2018,305,53.4,,43.7,69.1,98.8,45.5
2019,305,54.1,,49.2,89.4,119.9,
2020,305,52,,46.9,77.4,97.9,30
2021,305,39.1,,31.8,51.6,66,25
2022,305,58.7,,47.5,81.3,104.3,55
2023,305,62.5,,53.9,92.4,118.2,64.4
2024,305,63.4,,39.5,77.8,119,59.1
2015,307,40.92,,36.48,58.19,77.59,39
2016,307,45.8,62.2,37.5,58.5,82.1,38.6
2017,307,49.51,,38.72,68.18,92.89,46.9
2018,307,49.5,,38.7,60.5,84,40
2019,307,48.6,,41.1,54.3,98.7,45.6
2020,307,47.6,,42.1,69.7,89,50.9
2021,307,32.4,,27.1,34.7,40.2,25.9
2022,307,50.7,,45,70,94.5,45.4
2023,307,53.9,,44.5,67.7,72.2,46.4
2024,307,53.6,,41.1,68.5,99.2,45.2
2015,308,40.96,45,35.68,57.41,89.23,42
2016,308,44.4,45,39.3,70.1,108.8,44.2
2017,308,57.11,40,46.56,77.73,100.78,41.5
2018,308,50,37.5,42.9,64.9,84.3,34.9
2019,308,61.3,,49.3,91,136.6,47.6
2020,308,54.9,,41.4,71.7,92,47.3
2021,308,29.5,15.3,23.3,32.1,41.1,24
2022,308,57.9,,44.5,91.8,127.1,51.3
2023,308,60.9,,47.3,80.3,100,56.1
2024,308,62.4,,42.6,93.1,117.8,46.1
2015,309,57.14,,41.94,74.81,125.14,43.9
2016,309,47.7,43.1,40.8,59.9,85.8,43.5
2017,309,56.37,,40.52,71.91,80.89,48.2
2018,309,56.4,,44.3,73,65,43
2019,309,63.9,,50.4,76,135.6,51.8
2020,309,57.6,,41.7,75.8,111.1,43.7
2021,309,29.1,,24.2,21.8,47.8,28.3
2022,309,58.3,,48.2,77.5,109.6,53.8
2023,309,62.5,,48.9,86.5,118.1,52
2024,309,63.6,,42.1,81,118,48.5
2015,310,43.72,42.55,41.18,67.68,95.53,40.5
2016,310,53.1,,39.9,75.3,109.5,45.4
2017,310,54.15,,38.95,67.96,70.17,33.1
2018,310,54.1,,42.5,64,53,40
2019,310,54.2,,45,79.3,84.2,38.8
2020,310,51.9,47.1,38.7,71.1,92.9,44.2
2021,310,25.1,,19.4,21.3,31.9,15.3
2022,310,52.9,39.7,42.5,76.7,83.6,51.7
2023,310,51.4,,43.7,69.6,106.8,47.8
2024,310,55.9,,40.8,73.2,100.2,50.4
2015,312,43.74,46.57,37.37,61.39,87.19,39.1
2016,312,41.1,47.9,38.7,64.6,82.1,49.7
2017,312,40.99,48.73,36.97,73.11,89.76,39.2
2018,312,41,42,40.8,63,85.5,39.2
2019,312,42.6,36,41.2,64.2,86,34.6
2020,312,47.3,39.4,32.7,61.9,70.2,38.1
2021,312,23.1,16.6,15.6,15.5,8.8,16.5
2022,312,49.9,47.5,37.7,69.7,87.1,45.3
2023,312,39.4,31.7,31.4,60.6,55.4,31
2024,312,54.1,56.6,40.8,,84.1,41.5
2015,313,40.6,45.27,32.88,52.35,55.01,39.8
2016,313,38.5,49.2,37.1,69.7,,39.7
2017,313,44.94,65.4,35.82,64.05,,38
2018,313,38.6,,34.4,54,,32.1
2019,313,42.1,46.1,44.3,50.5,,30.6
2020,313,44.8,,31.1,51,79.8,33.5
2021,313,20.6,5.9,12.4,9.1,4.9,14.9
2022,313,43.1,30.2,25.9,64,72.3,37.8
2023,313,36.9,37.6,26,34.1,41.6,32.1
2024,313,52.6,,35.2,76.6,,39.4
2015,314,39.46,45,40.72,56.49,64.59,40.1
2016,314,42.5,39.1,44,69.3,69.4,46
2017,314,45.42,,32.64,52.63,45.51,37.5
2018,314,198,,33,43.5,41,35
2019,314,37,,34,52.8,57.6,39.9
2020,314,42.7,,43.3,56.4,47.3,30.9
2021,314,14.8,8,12.8,16.9,10.5,10
2022,314,38.9,,28.7,52.2,61.3,30
2023,314,31.9,,26.4,31.9,37.8,24.7
2024,314,39.9,,34,62,64.3,50.1
2015,315,46.82,31.91,46.58,50.65,47.46,30.5
2016,315,50,42.9,46.1,69.3,99.9,42.8
2017,315,48.38,,40.12,43.8,,35.3
2018,315,40,,37,51,,24
2019,315,49.6,,45.7,69.2,64.1,39.5
2020,315,48.3,35.2,37.1,59.2,68.6,38.6
2021,315,18.8,,15.2,13.3,6.7,14.6
2022,315,28,,19.9,19.2,27.2,24
2023,315,23.4,,21.8,13.2,19.1,19
2024,315,48.1,55.7,32.7,42,,35.4
2015,316,39.02,37.76,39.73,45.68,40.91,33.9
2016,316,56.3,52.1,44.7,78.3,80,47.9
2017,316,53.96,59.48,37.08,67.13,,38.2
2018,316,48.9,28,34.5,38,30,34.1
2019,316,49.8,48.4,42.1,64.1,,38.8
2020,316,50.6,51.4,38,70.5,,37.4
2021,316,19.1,10,12.5,19.4,,15.7
2022,316,20.2,19.1,12,20.3,,16.6
2023,316,33.4,29,25.5,56.9,50.6,30.6
2024,316,48.6,55.2,33.8,79.3,,34.4
2015,317,35.81,33.49,34.62,58.9,56.6,29.9
2016,317,40,36.5,37.8,64.7,72.1,48.1
2017,317,45.12,41.14,37.27,59.03,60,38.7
2018,317,45.1,39,42.7,52.5,60,37.2
2019,317,45.1,41.7,41.1,67.4,70,38
2020,317,44.3,49.3,33.9,64.3,70,39
2021,317,18.9,14.5,14.5,13.7,30,14
2022,317,30,25.5,21.4,33.9,28.3,20.1
2023,317,38.8,29.1,26.4,53.1,,22.1
2024,317,51.8,53,36.7,74.2,,27.2
2015,318,38.32,41.44,38.62,60.27,67.14,32.6
2016,318,41,38,42.2,59.3,65.1,45.6
2017,318,52.83,56.03,44.29,71.79,80,47.5
2018,318,46.3,43.5,39.4,64.3,,37
2019,318,47,44.2,42.3,60.6,,36.3
2020,318,52.1,54,41.1,71,73.5,36.1
2021,318,24.3,12.9,14.7,17.6,4.9,12.6
2022,318,29.1,28.6,20.1,38.9,25,20.8
2023,318,28.5,21.6,24,32.3,14.9,22.9
2024,318,51.1,52.9,37,65.9,,23.3
2015,319,36.83,33.18,33.56,54.63,,24.3
2016,319,45.2,43.7,40.2,70.9,,38.1
2017,319,45.17,55.7,40.22,73.27,,40.8
2018,319,45.5,55,37.5,73.3,,44
2019,319,48,38.8,37.9,66.6,,41.5
2020,319,55.5,57.8,42.9,78.3,,40.3
2021,319,24.4,16.5,15.9,19.6,,16.3
2022,319,38.4,35.2,27,56.4,,27.8
2023,319,33.1,20.3,26.3,41.8,,24.7
2024,319,52.4,48.3,34.2,74.3,,28.9
2015,320,25.9,20.9,29.81,52.67,,28.1
2016,320,37.5,40.4,40,61.1,,47.2
2017,320,39.49,49.62,32.35,57.64,,38.3
2018,320,39.5,49.9,35.1,62.2,,41.3
2019,320,30.8,25.5,21.8,46.8,,34.1
2020,320,42.4,51.2,37.2,62.1,99.9,35.3
2021,320,22.9,16.2,15.6,18.3,,16.3
2022,320,46.7,53.2,34,70.1,,31.5
2023,320,30.7,24,25.3,42.1,,25.9
2024,320,41.2,42.2,31.8,61,,27.6
2015,321,26.63,33.22,30.43,65.57,70,25.5
2016,321,42.9,38.3,40.7,59.6,55,36.4
2017,321,35.87,38.29,24.91,48.34,,25.6
2018,321,43,43.5,32.1,61.5,,31.4
2019,321,34.5,29.7,19.7,45.7,44.9,26.2
2020,321,48.5,47.5,31.9,52.8,,37.7
2021,321,26.8,19.3,16.5,29.5,14.6,20.4
2022,321,46.2,51.5,37.6,66.6,,34.1
2023,321,37.3,34.1,29.8,37.9,39.3,35.1
2024,321,41.6,40.1,26.7,61.7,,32.7
2015,322,20.03,25.29,21.56,,,15.3
2016,322,52.4,47.9,42.6,55.8,82.2,38.1
2017,322,22.47,35.67,21.77,24.51,,30.4
2018,322,30.9,38,35,55,,33
2019,322,31.7,38.3,29.1,38.5,27.9,19.2
2020,322,44.4,50,33.7,49.2,74.8,23.5
2021,322,16.8,17.6,14.9,14.5,,25.3
2022,322,37.8,43.9,36.1,35.8,35.8,33.4
2023,322,25.8,19.6,22.7,7.7,,27.1
2024,322,41.2,40.2,32.5,44.9,47.1,29.7
2015,331,35.31,,40.08,35,67.21,40.3
2016,331,54.6,,49.2,61.1,112.3,32.3
2017,331,61.06,,49.19,73,,65.1
2018,331,67.8,,49.2,72,,59
2019,331,53,,47.9,71.8,,41.3
2020,331,53.2,,41.1,64.9,,45.6
2021,331,38.7,,29,38.9,,23.6
2022,331,56.1,,41.7,72.7,,41.8
2023,331,50.4,,43.7,72.2,,41.7
2024,331,53.5,,31.6,54.2,103.3,41.5
2015,333,34.87,,37.97,62.95,93.56,49.4
2016,333,53.3,,45.8,79.3,133,58.5
2017,333,67.96,,49.42,84.86,,72.5
2018,333,68,,49.4,88.4,,58
2019,333,58.1,,30.2,100.8,,53.8
2020,333,64.4,,49.3,102.7,,62.5
2021,333,50.5,,37.2,69.7,,29.8
2022,333,62.4,,48,84.1,,60.1
2023,333,68.7,,58.6,95.8,,63.6
2024,333,69.1,,34.9,81.5,141.5,55.3
2015,334,43.01,,37.87,53.2,104.84,47.4
2016,334,51.6,,41.1,74.7,117.9,43.9
2017,334,58.66,,47.26,84.72,128.85,53
2018,334,58.4,,47.3,84.7,125.9,54
2019,334,62.5,,52.5,95.3,128.1,49.9
2020,334,63.7,,52.1,91.7,122.7,52.4
2021,334,53.2,,34.8,74,78.4,38.7
2022,334,57.6,,45.2,77.8,127.2,49.7
2023,334,67.7,,56.6,86.2,120.9,37.3
2024,334,60.4,,34.7,78.1,122.6,43.2
2015,335,41.33,,40.15,67.47,90.83,50.6
2016,335,41.5,,44,73.6,112.8,45.7
2017,335,43.66,,43.42,94.75,96.77,56.9
2018,335,45.1,,43.4,83,93.3,57
2019,335,52.6,,46.5,86.5,122.9,46.4
2020,335,55.9,,43.4,81.2,121.7,46.1
2021,335,42,,34.8,60.3,69.5,22.5
2022,335,53.7,,46.4,83.6,116.9,34.8
2023,335,66.1,,55.9,92,114,54.4
2024,335,61.1,,41.3,87.6,103.5,
2015,336,42.21,,41.87,72.64,99.65,46.9
2016,336,45.5,,40.1,74.7,106.4,39.2
2017,336,53.91,,44.19,79.11,100.58,42.2
2018,336,50.9,,40.2,73.1,91.5,48.5
2019,336,52.3,,49,85,95.3,40.3
2020,336,53.6,,47.5,71.9,108.2,41.1
2021,336,34.6,,30.2,43,69.5,24.9
2022,336,63.3,,49.5,88.1,120,47.4
2023,336,64.8,,55.3,91.8,111.2,45.7
2024,336,66.5,,39.3,82.3,115.9,43.2
2015,337,48.61,45,40.37,69.62,98.37,44.3
2016,337,49.3,22.5,38.3,72.7,115.4,37.2
2017,337,64.68,,47.3,79.2,108.53,53.8
2018,337,59.6,,47.3,74.6,99.2,37
2019,337,67.1,,49,85.2,122,49.5
2020,337,66.1,,46.7,83.7,112.4,58.3
2021,337,35.7,,26.6,36.2,57.1,28.3
2022,337,59,,47.6,76.7,100.6,43.7
2023,337,64.7,,52,86.9,105.4,71.9
2024,337,69.8,,44.1,91.6,121.2,55.3
2015,338,52.65,,44.19,78.16,126.81,47.5
2016,338,54.2,,47.4,81,120.7,41.4
2017,338,66.65,,52.95,89.4,135.16,44.4
2018,338,53,,52.9,81.1,98,30
2019,338,70.2,,51.2,93.9,132.8,54.4
2020,338,64.9,,44.3,80.2,116.4,45.3
2021,338,32.6,,22.9,31.3,39.5,17.2
2022,338,60.9,,50.6,84.7,121.6,43.9
2023,338,72.8,,54.1,94.7,126.3,53.1
2024,338,67.5,,42.1,97.7,138.6,55.8
2015,339,43.63,19.9,38.52,63.11,95.33,38.4
2016,339,53.1,24.7,42.1,74.6,94.8,47.4
2017,339,57.34,34,42.28,76.66,94.47,50.5
2018,339,51.7,22,42.3,67,81.5,45.1
2019,339,52.4,35,36.3,74.3,90,47.7
2020,339,48.4,41.1,34.7,67.8,84.9,36.2
2021,339,23.9,13.8,17.2,30.1,26.7,19.2
2022,339,54.3,58.2,49.2,80.1,99.6,50.6
2023,339,54.9,35.2,50.4,72,93.8,44.9
2024,339,55.9,44.4,34.2,76.3,96.6,45.4
2015,340,40.57,,37.56,60.24,84.48,26.5
2016,340,42.1,59.5,37.7,58.5,94,42
2017,340,43.37,,32.53,66.82,88.42,43.1
2018,340,43.4,75,36.8,61.3,75,44.5
2019,340,51.7,,43.4,79.2,91.8,51.7
2020,340,54.4,61.7,39,79.1,101.7,39.6
2021,340,28.2,18.1,18.4,27.3,25.8,19.2
2022,340,58.7,61.4,48.9,78.7,113.1,48.5
2023,340,63.1,63.2,50.6,82.5,123.8,46.4
2024,340,59.7,61.3,37.1,82,119,39.9
2015,341,39.71,39.14,34,52.83,78.67,34.3
2016,341,42.6,39,36.7,62.6,78.4,35.9
2017,341,45.49,34.98,42.64,65.31,93.41,43.1
2018,341,45.5,,42.6,59.7,54,32
2019,341,47.1,,42.8,62.3,66.1,36.7
2020,341,50.6,,35.4,66.9,94,36.6
2021,341,24.5,9.3,15.8,13.2,8.3,17.8
2022,341,58.9,,44.5,82.4,98.4,46.4
2023,341,50.6,,40.5,59.3,59.8,41.9
2024,341,53.7,,34.8,74.4,78.4,45.4
2015,342,40.12,41.02,40.42,58.95,78.76,33.2
2016,342,44.6,41.2,41.5,63.3,97.1,38.2
2017,342,50.36,,40.73,65.17,73.3,46.3
2018,342,47,36,37.4,56.1,,29
2019,342,47,,45.2,61,84.4,36.3
2020,342,49.7,,33.7,63.8,94.7,38.8
2021,342,24,19,15.8,16.8,15.4,16.5
2022,342,57.6,59.5,42,81.9,109.3,49.2
2023,342,44.9,40.5,33.2,57,,33.7
2024,342,52.5,46.9,32.6,72.4,,38.9
2015,343,43.51,37.92,38.84,58.73,97.71,37.5
2016,343,43.6,40.2,39.6,68,71.2,42
2017,343,52.35,,45.42,74.72,115.69,47.7
2018,343,48.8,,45.4,62.2,69,36.9
2019,343,48.1,,41.6,57.7,60.6,34.5
2020,343,48.9,,33.9,61.9,77.7,37.4
2021,343,22,7.4,12.9,20.6,15.8,13.1
2022,343,49.6,55.1,33.4,58.7,74.2,39.6
2023,343,34.6,27.9,28.5,43.3,44.3,23.9
2024,343,48,,32.6,55.3,80.5,33.8
2015,344,30.99,26.55,32.63,48.61,68.97,30.4
2016,344,42.8,43.4,38.5,72.2,92.4,49
2017,344,44.19,40.93,41.63,57.74,81.52,44.2
2018,344,37.4,30,37.9,50.6,74.1,37.7
2019,344,41.5,36.8,38,61.5,81.4,40.4
2020,344,41.4,46.4,33.2,65.1,92.4,46.2
2021,344,11.3,8.5,10.7,10.4,13.4,4.9
2022,344,28.5,26.2,20.4,43.2,56.7,20.7
2023,344,31.4,20.8,28.4,40.9,46,27.1
2024,344,57.2,,41.7,79.1,98.1,43.7
2015,345,40.54,,40.76,54.77,74.21,37.4
2016,345,52.5,76.8,41.2,75.5,115.2,46
2017,345,51.76,,42.25,65.21,90.2,44.6
2018,345,47.9,,42.2,59.8,68,40.3
2019,345,52.6,,42.1,75.9,82.8,47.7
2020,345,53.9,50,43.9,78,77.4,44.8
2021,345,18.4,,13.7,12.2,10.8,11.8
2022,345,33,,21.5,43.6,49.7,20.4
2023,345,33,,29.2,39.6,36.1,32.4
2024,345,55.9,,36.6,72,84.3,44
2015,346,40.94,49.5,37.92,58.17,66.56,33.8
2016,346,51.8,54.6,44.2,60,73.2,41.4
2017,346,48.04,50,43.86,78.77,70,46.2
2018,346,53.3,51,48,78.8,79,50.2
2019,346,53.1,45,44.7,83.9,85,46
2020,346,57.4,58.5,40.9,71.1,,42.3
2021,346,19.5,11.4,11.5,11.1,,12.1
2022,346,25.6,23,15.3,28.9,29.4,17.3
2023,346,29.4,24.3,25,34.8,39.4,22.5
2024,346,52.8,52.4,32.1,69.1,52.8,38.1
2015,347,41.23,36.53,37.44,52.74,63.3,34.6
2016,347,48.8,39.6,40.7,69,88.9,50.5
2017,347,46.85,29.73,35.17,73.54,55,37.7
2018,347,51.6,47,39.4,67.5,60,43.2
2019,347,52.2,32.2,41.1,67.8,80,48.1
2020,347,54.2,46.8,38.9,66,,51.8
2021,347,21.4,2.6,13.9,21.1,15.4,15.8
2022,347,36.1,23,26.5,41.5,52.8,26.4
2023,347,36,21,28.1,48.9,73.7,30.8
2024,347,53.3,37.4,37.1,52,105.8,43.3
2015,349,33.23,22.12,30.45,40.37,88.3,26.8
2016,349,50.6,39.1,44.3,74.3,78,47.8
2017,349,45.62,61.39,36.21,61.55,,37.3
2018,349,49.3,51,36.2,70,,39
2019,349,49.1,52.5,39.5,73.7,119.8,40.1
2020,349,59.2,63.6,43.8,84.7,,45.7
2021,349,22.6,24.4,14.9,22.9,4,18.2
2022,349,36.6,36.8,28.1,62.5,,26.4
2023,349,38.5,30.8,32.6,35.5,,27
2024,349,50.6,42.6,33.2,54.3,,33.5
2015,350,36.97,28.39,34.21,51.35,70,31.6
2016,350,48.3,49.1,37.9,66.7,56.2,37.2
2017,350,48.76,46.84,37.33,65.86,,37.7
2018,350,52,45,32.9,67,96,35.8
2019,350,52.2,67.4,41.4,66.8,,40.4
2020,350,68.7,59.3,45.1,81.1,,34.1
2021,350,21.5,8.9,15.5,20.4,,14.1
2022,350,44,40.4,33,63.8,63.8,33.4
2023,350,35.3,22.7,25.2,44.4,,31
2024,350,47.6,46,31.5,77.5,,32.4
2015,351,30.03,24.47,29.52,50.64,94.32,27.5
2016,351,46,47.1,37.8,64.5,99.9,41.9
2017,351,46.99,42.05,30.05,55.92,,32.4
2018,351,51.5,54,36.5,72,,39.7
2019,351,42.3,,34.2,62.6,86.6,37.8
2020,351,52.5,55.2,38.4,79.5,100,31.7
2021,351,25.8,19,18.9,33.2,60.5,22.1
2022,351,46.7,40.6,32.1,68.2,141,34.6
2023,351,41.7,31.7,30.3,51.2,,32.4
2024,351,56.3,51.4,38.5,77.5,81.7,38.8
2015,352,32.19,28.1,31.37,50.75,38.41,23.9
2016,352,51.1,62.6,41.7,68.1,67.6,42.5
