Year,RM,Crop,Yield,Unit
2020,401,Canola,43.7,bu/ac
2021,401,Canola,21.6,bu/ac
2022,401,Canola,47.6,bu/ac
2023,401,Canola,44.9,bu/ac
2024,401,Canola,44.4,bu/ac
2025,401,Canola,50,bu/ac
1990,402,Canola,21,bu/ac
1991,402,Canola,23,bu/ac
1992,402,Canola,15,bu/ac
1993,402,Canola,21.6,bu/ac
1994,402,Canola,23.4,bu/ac
1995,402,Canola,20.4,bu/ac
1996,402,Canola,25.4,bu/ac
1997,402,Canola,19.2,bu/ac
1998,402,Canola,19.1,bu/ac
1999,402,Canola,23.6,bu/ac
2000,402,Canola,26.6,bu/ac
2001,402,Canola,13.6,bu/ac
2002,402,Canola,9.5,bu/ac
2003,402,Canola,17.6,bu/ac
2004,402,Canola,23.5,bu/ac
2005,402,Canola,28.9,bu/ac
2006,402,Canola,25.1,bu/ac
2007,402,Canola,27.7,bu/ac
2008,402,Canola,29.3,bu/ac
2009,402,Canola,34.4,bu/ac
2010,402,Canola,27.3,bu/ac
2011,402,Canola,29.5,bu/ac
2012,402,Canola,21.4,bu/ac
2013,402,Canola,34.3,bu/ac
2014,402,Canola,30.74,bu/ac
2015,402,Canola,48.81,bu/ac
2016,402,Canola,33.1,bu/ac
2017,402,Canola,40.19,bu/ac
2018,402,Canola,40.2,bu/ac
2019,402,Canola,43,bu/ac
2020,402,Canola,38.2,bu/ac
2021,402,Canola,18.1,bu/ac
2022,402,Canola,39.7,bu/ac
2023,402,Canola,38.2,bu/ac
2024,402,Canola,36.8,bu/ac
2025,402,Canola,44.8,bu/ac
1990,403,Canola,26.5,bu/ac
1991,403,Canola,24.8,bu/ac
1992,403,Canola,25.7,bu/ac
1993,403,Canola,23.5,bu/ac
1994,403,Canola,19.3,bu/ac
1995,403,Canola,23.4,bu/ac
1996,403,Canola,28.6,bu/ac
1997,403,Canola,18.5,bu/ac
1998,403,Canola,28.1,bu/ac
1999,403,Canola,27.8,bu/ac
2000,403,Canola,26.8,bu/ac
2001,403,Canola,19.6,bu/ac
2002,403,Canola,6.2,bu/ac
2003,403,Canola,19.5,bu/ac
2004,403,Canola,22.4,bu/ac
2005,403,Canola,36.2,bu/ac
2006,403,Canola,30.6,bu/ac
2007,403,Canola,35.2,bu/ac
2008,403,Canola,41.7,bu/ac
2009,403,Canola,38.3,bu/ac
2010,403,Canola,40.1,bu/ac
2011,403,Canola,40.1,bu/ac
2012,403,Canola,29.4,bu/ac
2013,403,Canola,36.9,bu/ac
2014,403,Canola,43.68,bu/ac
2015,403,Canola,42.06,bu/ac
2016,403,Canola,46.9,bu/ac
2017,403,Canola,43.36,bu/ac
2018,403,Canola,49.5,bu/ac
2019,403,Canola,46.6,bu/ac
2020,403,Canola,43.2,bu/ac
2021,403,Canola,15,bu/ac
2022,403,Canola,37.5,bu/ac
2023,403,Canola,46.7,bu/ac
2024,403,Canola,42.5,bu/ac
2025,403,Canola,50.5,bu/ac
1990,404,Canola,28.2,bu/ac
1991,404,Canola,24.6,bu/ac
1992,404,Canola,19.3,bu/ac
1993,404,Canola,31.8,bu/ac
1994,404,Canola,26.4,bu/ac
1995,404,Canola,29.7,bu/ac
1996,404,Canola,27.7,bu/ac
1997,404,Canola,21.5,bu/ac
1998,404,Canola,24.5,bu/ac
1999,404,Canola,30.1,bu/ac
2000,404,Canola,24.3,bu/ac
2001,404,Canola,17,bu/ac
2002,404,Canola,7.4,bu/ac
2003,404,Canola,14,bu/ac
2004,404,Canola,23.8,bu/ac
2005,404,Canola,38.4,bu/ac
2006,404,Canola,33.5,bu/ac
2007,404,Canola,32.4,bu/ac
2008,404,Canola,40.1,bu/ac
2009,404,Canola,41.3,bu/ac
2010,404,Canola,42.2,bu/ac
2011,404,Canola,42.4,bu/ac
2012,404,Canola,28.9,bu/ac
2013,404,Canola,42.8,bu/ac
2014,404,Canola,40.62,bu/ac
2015,404,Canola,50.09,bu/ac
2016,404,Canola,48.2,bu/ac
2017,404,Canola,49.18,bu/ac
2018,404,Canola,49.2,bu/ac
2019,404,Canola,45.2,bu/ac
2020,404,Canola,46.7,bu/ac
2021,404,Canola,14.4,bu/ac
2022,404,Canola,34.3,bu/ac
2023,404,Canola,46.3,bu/ac
2024,404,Canola,38.9,bu/ac
2025,404,Canola,49.7,bu/ac
1990,405,Canola,18.8,bu/ac
1991,405,Canola,26.7,bu/ac
1992,405,Canola,22.4,bu/ac
1993,405,Canola,28.2,bu/ac
1994,405,Canola,22.5,bu/ac
1995,405,Canola,21.8,bu/ac
1996,405,Canola,25,bu/ac
1997,405,Canola,16.8,bu/ac
1998,405,Canola,16,bu/ac
1999,405,Canola,32.4,bu/ac
2000,405,Canola,24.8,bu/ac
2001,405,Canola,12,bu/ac
2002,405,Canola,5.7,bu/ac
2003,405,Canola,11.7,bu/ac
2004,405,Canola,28.3,bu/ac
2005,405,Canola,32.5,bu/ac
2006,405,Canola,29.8,bu/ac
2007,405,Canola,25.8,bu/ac
2008,405,Canola,31.5,bu/ac
2009,405,Canola,36.5,bu/ac
2010,405,Canola,31.3,bu/ac
2011,405,Canola,39.2,bu/ac
2012,405,Canola,22,bu/ac
2013,405,Canola,42.2,bu/ac
2014,405,Canola,36.79,bu/ac
2015,405,Canola,39.67,bu/ac
2016,405,Canola,41.2,bu/ac
2017,405,Canola,43.32,bu/ac
2018,405,Canola,43.3,bu/ac
2019,405,Canola,34.3,bu/ac
2020,405,Canola,40.6,bu/ac
2021,405,Canola,14.8,bu/ac
2022,405,Canola,24,bu/ac
2023,405,Canola,32.1,bu/ac
2024,405,Canola,35.8,bu/ac
2025,405,Canola,45.2,bu/ac
1990,406,Canola,22.4,bu/ac
1991,406,Canola,21.8,bu/ac
1992,406,Canola,26,bu/ac
1993,406,Canola,19.8,bu/ac
1994,406,Canola,20.8,bu/ac
1995,406,Canola,20.4,bu/ac
1996,406,Canola,23.8,bu/ac
1997,406,Canola,16.6,bu/ac
1998,406,Canola,21.2,bu/ac
1999,406,Canola,31.4,bu/ac
2000,406,Canola,24.7,bu/ac
2001,406,Canola,15.9,bu/ac
2002,406,Canola,12.5,bu/ac
2003,406,Canola,12.1,bu/ac
2004,406,Canola,28.2,bu/ac
2005,406,Canola,35.4,bu/ac
2006,406,Canola,31.2,bu/ac
2007,406,Canola,27.2,bu/ac
2008,406,Canola,28.7,bu/ac
2009,406,Canola,32.3,bu/ac
2010,406,Canola,33.7,bu/ac
2011,406,Canola,34.4,bu/ac
2012,406,Canola,26.1,bu/ac
2013,406,Canola,41.1,bu/ac
2014,406,Canola,38.24,bu/ac
2015,406,Canola,42.91,bu/ac
2016,406,Canola,42.4,bu/ac
2017,406,Canola,37.69,bu/ac
2018,406,Canola,37.7,bu/ac
2019,406,Canola,41.6,bu/ac
2020,406,Canola,44.3,bu/ac
2021,406,Canola,14.1,bu/ac
2022,406,Canola,25.3,bu/ac
2023,406,Canola,30.8,bu/ac
2024,406,Canola,32.3,bu/ac
2025,406,Canola,50.4,bu/ac
1990,408,Canola,27.9,bu/ac
1991,408,Canola,27.4,bu/ac
1992,408,Canola,21.3,bu/ac
1993,408,Canola,20.6,bu/ac
1994,408,Canola,22.6,bu/ac
1995,408,Canola,20.2,bu/ac
1996,408,Canola,28.7,bu/ac
1997,408,Canola,19.8,bu/ac
1998,408,Canola,22.7,bu/ac
1990,409,Canola,24.4,bu/ac
1991,409,Canola,21.5,bu/ac
1992,409,Canola,23,bu/ac
1993,409,Canola,25.3,bu/ac
1994,409,Canola,26,bu/ac
1995,409,Canola,23.4,bu/ac
1996,409,Canola,27,bu/ac
1997,409,Canola,19.2,bu/ac
1998,409,Canola,23.4,bu/ac
1999,409,Canola,31.5,bu/ac
2000,409,Canola,26.1,bu/ac
2001,409,Canola,17.4,bu/ac
2002,409,Canola,12.7,bu/ac
2003,409,Canola,11.9,bu/ac
2004,409,Canola,26.7,bu/ac
2005,409,Canola,39.8,bu/ac
2006,409,Canola,31.9,bu/ac
2007,409,Canola,30.8,bu/ac
2008,409,Canola,32.9,bu/ac
2009,409,Canola,31,bu/ac
2010,409,Canola,30.7,bu/ac
2011,409,Canola,39.6,bu/ac
2012,409,Canola,22.9,bu/ac
2013,409,Canola,37.9,bu/ac
2014,409,Canola,39.21,bu/ac
2015,409,Canola,41.67,bu/ac
2016,409,Canola,47,bu/ac
2017,409,Canola,43.98,bu/ac
2018,409,Canola,44,bu/ac
2019,409,Canola,51.2,bu/ac
2020,409,Canola,48.1,bu/ac
2021,409,Canola,28,bu/ac
2022,409,Canola,37,bu/ac
2023,409,Canola,39.7,bu/ac
2024,409,Canola,38,bu/ac
2025,409,Canola,49.8,bu/ac
1990,410,Canola,24.8,bu/ac
1991,410,Canola,17.2,bu/ac
1992,410,Canola,20.9,bu/ac
1993,410,Canola,21.4,bu/ac
1994,410,Canola,24.1,bu/ac
1995,410,Canola,20.7,bu/ac
1996,410,Canola,25.9,bu/ac
1997,410,Canola,17.7,bu/ac
1998,410,Canola,17.1,bu/ac
1999,410,Canola,32.1,bu/ac
2000,410,Canola,25,bu/ac
2001,410,Canola,18.3,bu/ac
2002,410,Canola,10,bu/ac
2003,410,Canola,13.7,bu/ac
2004,410,Canola,22.1,bu/ac
2005,410,Canola,37.7,bu/ac
2006,410,Canola,32.4,bu/ac
2007,410,Canola,30,bu/ac
2008,410,Canola,34.1,bu/ac
2009,410,Canola,26.8,bu/ac
2010,410,Canola,39,bu/ac
2011,410,Canola,38.1,bu/ac
2012,410,Canola,29,bu/ac
2013,410,Canola,44.3,bu/ac
2014,410,Canola,37.25,bu/ac
2015,410,Canola,43.48,bu/ac
2016,410,Canola,45.7,bu/ac
2017,410,Canola,46,bu/ac
2018,410,Canola,46,bu/ac
2019,410,Canola,51.8,bu/ac
2020,410,Canola,51.4,bu/ac
2021,410,Canola,27.3,bu/ac
2022,410,Canola,42.4,bu/ac
2023,410,Canola,42.1,bu/ac
2024,410,Canola,33,bu/ac
2025,410,Canola,53.2,bu/ac
1990,411,Canola,20.5,bu/ac
1991,411,Canola,16.2,bu/ac
1992,411,Canola,22.2,bu/ac
1993,411,Canola,21.4,bu/ac
1994,411,Canola,22.6,bu/ac
1995,411,Canola,16.5,bu/ac
1996,411,Canola,17.1,bu/ac
1997,411,Canola,15.9,bu/ac
1998,411,Canola,13.3,bu/ac
1999,411,Canola,30.2,bu/ac
2000,411,Canola,25.6,bu/ac
2001,411,Canola,16.1,bu/ac
2002,411,Canola,13.8,bu/ac
2003,411,Canola,16.7,bu/ac
2004,411,Canola,29.1,bu/ac
2005,411,Canola,30.1,bu/ac
2006,411,Canola,31.7,bu/ac
2007,411,Canola,25.7,bu/ac
2008,411,Canola,26.2,bu/ac
2009,411,Canola,25.9,bu/ac
2010,411,Canola,37.1,bu/ac
2011,411,Canola,31.5,bu/ac
2012,411,Canola,25,bu/ac
2013,411,Canola,36.3,bu/ac
2014,411,Canola,37.46,bu/ac
2015,411,Canola,38.75,bu/ac
2016,411,Canola,48.5,bu/ac
2017,411,Canola,40.94,bu/ac
2018,411,Canola,43.5,bu/ac
2019,411,Canola,49.2,bu/ac
2020,411,Canola,45.1,bu/ac
2021,411,Canola,28.8,bu/ac
2022,411,Canola,33.2,bu/ac
2023,411,Canola,32.8,bu/ac
2024,411,Canola,29.9,bu/ac
2025,411,Canola,44,bu/ac
1990,426,Canola,22.2,bu/ac
1991,426,Canola,22.6,bu/ac
1992,426,Canola,12.5,bu/ac
1993,426,Canola,17.8,bu/ac
1994,426,Canola,22.2,bu/ac
1995,426,Canola,23.5,bu/ac
1996,426,Canola,28.3,bu/ac
1997,426,Canola,26.8,bu/ac
1998,426,Canola,27.2,bu/ac
1999,426,Canola,26.1,bu/ac
2000,426,Canola,26.6,bu/ac
2001,426,Canola,21,bu/ac
2002,426,Canola,14.4,bu/ac
2003,426,Canola,26.5,bu/ac
2004,426,Canola,17.5,bu/ac
2005,426,Canola,31.4,bu/ac
2006,426,Canola,26.3,bu/ac
2007,426,Canola,25.6,bu/ac
2008,426,Canola,36.8,bu/ac
2009,426,Canola,34.6,bu/ac
2010,426,Canola,21.1,bu/ac
2011,426,Canola,32.1,bu/ac
2012,426,Canola,20.4,bu/ac
2013,426,Canola,42.1,bu/ac
2014,426,Canola,34.27,bu/ac
2015,426,Canola,37.5,bu/ac
2016,426,Canola,37.8,bu/ac
2017,426,Canola,45.2,bu/ac
2018,426,Canola,49.1,bu/ac
2019,426,Canola,49.4,bu/ac
2020,426,Canola,43.8,bu/ac
2021,426,Canola,26.6,bu/ac
2022,426,Canola,48.1,bu/ac
2023,426,Canola,49.7,bu/ac
2024,426,Canola,38,bu/ac
2025,426,Canola,44.5,bu/ac
1990,427,Canola,20.3,bu/ac
1991,427,Canola,26.6,bu/ac
1992,427,Canola,21,bu/ac
1993,427,Canola,19.2,bu/ac
1994,427,Canola,20.3,bu/ac
1995,427,Canola,22.8,bu/ac
1996,427,Canola,26.4,bu/ac
1997,427,Canola,26.1,bu/ac
1998,427,Canola,22.9,bu/ac
1999,427,Canola,28.8,bu/ac
2000,427,Canola,28.7,bu/ac
2001,427,Canola,16.4,bu/ac
2002,427,Canola,12.9,bu/ac
2003,427,Canola,22.7,bu/ac
2004,427,Canola,23.3,bu/ac
2005,427,Canola,36,bu/ac
2006,427,Canola,26.9,bu/ac
2007,427,Canola,27.2,bu/ac
2008,427,Canola,38.5,bu/ac
2009,427,Canola,35.1,bu/ac
2010,427,Canola,26.1,bu/ac
2011,427,Canola,38.2,bu/ac
2012,427,Canola,21.6,bu/ac
2013,427,Canola,42,bu/ac
2014,427,Canola,32.36,bu/ac
2015,427,Canola,40.37,bu/ac
2016,427,Canola,45.1,bu/ac
2017,427,Canola,42.48,bu/ac
2018,427,Canola,52.6,bu/ac
2019,427,Canola,48.9,bu/ac
2020,427,Canola,51.1,bu/ac
2021,427,Canola,22.8,bu/ac
2022,427,Canola,46.7,bu/ac
2023,427,Canola,47.7,bu/ac
2024,427,Canola,43.3,bu/ac
2025,427,Canola,45.1,bu/ac
1990,428,Canola,20.4,bu/ac
1991,428,Canola,25.7,bu/ac
1992,428,Canola,25.1,bu/ac
1993,428,Canola,19.7,bu/ac
1994,428,Canola,19.9,bu/ac
1995,428,Canola,26.9,bu/ac
1996,428,Canola,31,bu/ac
1997,428,Canola,28.7,bu/ac
1998,428,Canola,28.3,bu/ac
1999,428,Canola,30.6,bu/ac
2000,428,Canola,28.4,bu/ac
2001,428,Canola,19.8,bu/ac
2002,428,Canola,18.7,bu/ac
2003,428,Canola,27.5,bu/ac
2004,428,Canola,22.1,bu/ac
2005,428,Canola,40.5,bu/ac
2006,428,Canola,30.3,bu/ac
2007,428,Canola,27.1,bu/ac
2008,428,Canola,37.1,bu/ac
2009,428,Canola,35.7,bu/ac
2010,428,Canola,24.1,bu/ac
2011,428,Canola,36.6,bu/ac
2012,428,Canola,22.8,bu/ac
2013,428,Canola,35.6,bu/ac
2014,428,Canola,27.86,bu/ac
2015,428,Canola,43.37,bu/ac
2016,428,Canola,43,bu/ac
2017,428,Canola,42.69,bu/ac
2018,428,Canola,46.6,bu/ac
2019,428,Canola,43.9,bu/ac
2020,428,Canola,40.4,bu/ac
2021,428,Canola,21.8,bu/ac
2022,428,Canola,45.9,bu/ac
2023,428,Canola,45.6,bu/ac
2024,428,Canola,38.2,bu/ac
2025,428,Canola,49.3,bu/ac
1990,429,Canola,25.4,bu/ac
1991,429,Canola,28.4,bu/ac
1992,429,Canola,25,bu/ac
1993,429,Canola,20.4,bu/ac
1994,429,Canola,16.3,bu/ac
1995,429,Canola,27.6,bu/ac
1996,429,Canola,29.6,bu/ac
1997,429,Canola,31.5,bu/ac
1998,429,Canola,27.3,bu/ac
1999,429,Canola,29.4,bu/ac
2000,429,Canola,26.6,bu/ac
2001,429,Canola,19.2,bu/ac
2002,429,Canola,10.2,bu/ac
2003,429,Canola,31.6,bu/ac
2004,429,Canola,18.6,bu/ac
2005,429,Canola,37,bu/ac
2006,429,Canola,30.6,bu/ac
2007,429,Canola,28,bu/ac
2008,429,Canola,37.4,bu/ac
2009,429,Canola,35.6,bu/ac
2010,429,Canola,27.9,bu/ac
2011,429,Canola,36.2,bu/ac
2012,429,Canola,21.7,bu/ac
2013,429,Canola,26.9,bu/ac
2014,429,Canola,25.49,bu/ac
2015,429,Canola,39.92,bu/ac
2016,429,Canola,42.1,bu/ac
2017,429,Canola,39.42,bu/ac
2018,429,Canola,47.1,bu/ac
2019,429,Canola,44,bu/ac
2020,429,Canola,42.1,bu/ac
2021,429,Canola,18.1,bu/ac
2022,429,Canola,43.6,bu/ac
2023,429,Canola,41.4,bu/ac
2024,429,Canola,44.3,bu/ac
2025,429,Canola,49.6,bu/ac
1990,430,Canola,22.8,bu/ac
1991,430,Canola,25.3,bu/ac
1992,430,Canola,23.5,bu/ac
1993,430,Canola,24.9,bu/ac
1994,430,Canola,22.4,bu/ac
1995,430,Canola,21.9,bu/ac
1996,430,Canola,27.4,bu/ac
1997,430,Canola,23.2,bu/ac
1998,430,Canola,26.5,bu/ac
1999,430,Canola,25.6,bu/ac
2000,430,Canola,25.2,bu/ac
2001,430,Canola,17.7,bu/ac
2002,430,Canola,8.6,bu/ac
2003,430,Canola,27.8,bu/ac
2004,430,Canola,23.8,bu/ac
2005,430,Canola,33.8,bu/ac
2006,430,Canola,27.6,bu/ac
2007,430,Canola,24.2,bu/ac
2008,430,Canola,35.7,bu/ac
2009,430,Canola,37,bu/ac
2010,430,Canola,26.3,bu/ac
2011,430,Canola,34.7,bu/ac
2012,430,Canola,18.5,bu/ac
2013,430,Canola,27.5,bu/ac
2014,430,Canola,26.86,bu/ac
2015,430,Canola,40.53,bu/ac
2016,430,Canola,40.7,bu/ac
2017,430,Canola,40.81,bu/ac
2018,430,Canola,38.2,bu/ac
2019,430,Canola,46.9,bu/ac
2020,430,Canola,41.2,bu/ac
2021,430,Canola,23.6,bu/ac
2022,430,Canola,46.1,bu/ac
2023,430,Canola,45.2,bu/ac
2024,430,Canola,37.8,bu/ac
2025,430,Canola,46.9,bu/ac
1990,431,Canola,28.1,bu/ac
1991,431,Canola,23.9,bu/ac
1992,431,Canola,18,bu/ac
1993,431,Canola,24.1,bu/ac
1994,431,Canola,22.9,bu/ac
1995,431,Canola,24,bu/ac
1996,431,Canola,26.3,bu/ac
1997,431,Canola,20.9,bu/ac
1998,431,Canola,25.9,bu/ac
1999,431,Canola,29.2,bu/ac
2000,431,Canola,27.5,bu/ac
2001,431,Canola,15.6,bu/ac
2002,431,Canola,16.6,bu/ac
2003,431,Canola,20.5,bu/ac
2004,431,Canola,24,bu/ac
2005,431,Canola,38.8,bu/ac
2006,431,Canola,32.4,bu/ac
2007,431,Canola,33.5,bu/ac
2008,431,Canola,36.5,bu/ac
2009,431,Canola,33.1,bu/ac
2010,431,Canola,31.5,bu/ac
2011,431,Canola,33.3,bu/ac
2012,431,Canola,21.7,bu/ac
2013,431,Canola,36.4,bu/ac
2014,431,Canola,34,bu/ac
2015,431,Canola,44.08,bu/ac
2016,431,Canola,44.4,bu/ac
2017,431,Canola,51.42,bu/ac
2018,431,Canola,51.4,bu/ac
2019,431,Canola,50.1,bu/ac
2020,431,Canola,46.6,bu/ac
2021,431,Canola,27.1,bu/ac
2022,431,Canola,48.7,bu/ac
2023,431,Canola,46.1,bu/ac
2024,431,Canola,42.4,bu/ac
2025,431,Canola,52.1,bu/ac
1990,434,Canola,29.6,bu/ac
1991,434,Canola,25.6,bu/ac
1992,434,Canola,12.6,bu/ac
1993,434,Canola,20.8,bu/ac
1994,434,Canola,19.5,bu/ac
1995,434,Canola,19.5,bu/ac
1996,434,Canola,24.5,bu/ac
1997,434,Canola,19.1,bu/ac
1998,434,Canola,24.9,bu/ac
1999,434,Canola,28.6,bu/ac
2000,434,Canola,23.5,bu/ac
2001,434,Canola,16.9,bu/ac
2003,434,Canola,15.5,bu/ac
2004,434,Canola,20.2,bu/ac
2005,434,Canola,38,bu/ac
2006,434,Canola,28.7,bu/ac
2007,434,Canola,30.4,bu/ac
2008,434,Canola,29.7,bu/ac
2009,434,Canola,38.6,bu/ac
2010,434,Canola,35.7,bu/ac
2011,434,Canola,37.4,bu/ac
2012,434,Canola,25.7,bu/ac
2013,434,Canola,42.1,bu/ac
2014,434,Canola,39.47,bu/ac
2015,434,Canola,41.77,bu/ac
2016,434,Canola,51.3,bu/ac
2017,434,Canola,47.14,bu/ac
2018,434,Canola,48,bu/ac
2019,434,Canola,52.2,bu/ac
2020,434,Canola,49.8,bu/ac
2021,434,Canola,21.2,bu/ac
2022,434,Canola,46.7,bu/ac
2023,434,Canola,50.4,bu/ac
2024,434,Canola,34,bu/ac
2025,434,Canola,43.6,bu/ac
1990,435,Canola,27.6,bu/ac
1991,435,Canola,21.3,bu/ac
1992,435,Canola,24.2,bu/ac
1993,435,Canola,19.6,bu/ac
1994,435,Canola,23.9,bu/ac
1995,435,Canola,20.3,bu/ac
1996,435,Canola,21.1,bu/ac
1997,435,Canola,19.3,bu/ac
1998,435,Canola,21.5,bu/ac
1999,435,Canola,25.6,bu/ac
2000,435,Canola,21.6,bu/ac
2001,435,Canola,13,bu/ac
2002,435,Canola,8.9,bu/ac
2003,435,Canola,12.9,bu/ac
2004,435,Canola,21.3,bu/ac
2005,435,Canola,25.4,bu/ac
2006,435,Canola,24.5,bu/ac
2007,435,Canola,27.2,bu/ac
2008,435,Canola,34.9,bu/ac
2009,435,Canola,33.1,bu/ac
2010,435,Canola,27.3,bu/ac
2011,435,Canola,31.2,bu/ac
2012,435,Canola,23.4,bu/ac
2013,435,Canola,32.8,bu/ac
2014,435,Canola,33.67,bu/ac
2015,435,Canola,32.93,bu/ac
2016,435,Canola,42.5,bu/ac
2017,435,Canola,39.01,bu/ac
2018,435,Canola,42,bu/ac
2019,435,Canola,42.4,bu/ac
2020,435,Canola,42.8,bu/ac
2021,435,Canola,16.9,bu/ac
2022,435,Canola,32.2,bu/ac
2023,435,Canola,39.7,bu/ac
2024,435,Canola,30.2,bu/ac
2025,435,Canola,47.2,bu/ac
1990,436,Canola,28,bu/ac
1991,436,Canola,19.1,bu/ac
1992,436,Canola,19.1,bu/ac
1993,436,Canola,30.2,bu/ac
1994,436,Canola,22.8,bu/ac
1995,436,Canola,23,bu/ac
1996,436,Canola,28.3,bu/ac
1997,436,Canola,21.7,bu/ac
1998,436,Canola,24.4,bu/ac
1999,436,Canola,27.2,bu/ac
2000,436,Canola,26.2,bu/ac
2001,436,Canola,22.3,bu/ac
2002,436,Canola,12.7,bu/ac
2003,436,Canola,19.5,bu/ac
2004,436,Canola,24.9,bu/ac
2005,436,Canola,32.5,bu/ac
2006,436,Canola,32.2,bu/ac
2007,436,Canola,28.9,bu/ac
2008,436,Canola,29.7,bu/ac
2009,436,Canola,34.4,bu/ac
2010,436,Canola,35,bu/ac
2011,436,Canola,34.1,bu/ac
2012,436,Canola,26.2,bu/ac
2013,436,Canola,37.6,bu/ac
2014,436,Canola,34.79,bu/ac
2015,436,Canola,39.06,bu/ac
2016,436,Canola,41.9,bu/ac
2017,436,Canola,34.51,bu/ac
2018,436,Canola,34.5,bu/ac
2019,436,Canola,41.6,bu/ac
2020,436,Canola,40.6,bu/ac
2021,436,Canola,15.2,bu/ac
2022,436,Canola,35,bu/ac
2023,436,Canola,31.7,bu/ac
2024,436,Canola,29.9,bu/ac
2025,436,Canola,50.5,bu/ac
1990,437,Canola,24.3,bu/ac
1991,437,Canola,20.8,bu/ac
1992,437,Canola,22.5,bu/ac
1993,437,Canola,23.3,bu/ac
1994,437,Canola,22.1,bu/ac
1995,437,Canola,22.4,bu/ac
1996,437,Canola,28,bu/ac
1997,437,Canola,20.9,bu/ac
1998,437,Canola,26.5,bu/ac
1999,437,Canola,28.2,bu/ac
2000,437,Canola,24.7,bu/ac
2001,437,Canola,20.8,bu/ac
2002,437,Canola,9,bu/ac
2003,437,Canola,13.9,bu/ac
2004,437,Canola,22.2,bu/ac
2005,437,Canola,29,bu/ac
2006,437,Canola,30.5,bu/ac
2007,437,Canola,28.9,bu/ac
2008,437,Canola,29,bu/ac
2009,437,Canola,35.5,bu/ac
2010,437,Canola,40.5,bu/ac
2011,437,Canola,37.6,bu/ac
2012,437,Canola,27.8,bu/ac
2013,437,Canola,43.7,bu/ac
2014,437,Canola,39.21,bu/ac
2015,437,Canola,42.02,bu/ac
2016,437,Canola,43.7,bu/ac
2017,437,Canola,41.25,bu/ac
2018,437,Canola,42.3,bu/ac
2019,437,Canola,45,bu/ac
2020,437,Canola,47.1,bu/ac
2021,437,Canola,17.6,bu/ac
2022,437,Canola,40.7,bu/ac
2023,437,Canola,32.3,bu/ac
2024,437,Canola,34.7,bu/ac
2025,437,Canola,51.5,bu/ac
1990,438,Canola,26,bu/ac
1991,438,Canola,19.6,bu/ac
1992,438,Canola,24.6,bu/ac
1993,438,Canola,33,bu/ac
1994,438,Canola,15,bu/ac
1995,438,Canola,16.8,bu/ac
1996,438,Canola,24,bu/ac
1997,438,Canola,21.2,bu/ac
1998,438,Canola,25.4,bu/ac
1999,438,Canola,30.8,bu/ac
2000,438,Canola,27.7,bu/ac
2001,438,Canola,16.3,bu/ac
2002,438,Canola,10.4,bu/ac
2003,438,Canola,12.7,bu/ac
2004,438,Canola,26.9,bu/ac
2005,438,Canola,34.5,bu/ac
2006,438,Canola,29.8,bu/ac
2007,438,Canola,27.7,bu/ac
2008,438,Canola,33.5,bu/ac
2009,438,Canola,33.7,bu/ac
2010,438,Canola,32,bu/ac
2011,438,Canola,38.7,bu/ac
2012,438,Canola,28.6,bu/ac
2013,438,Canola,39.7,bu/ac
2014,438,Canola,41.15,bu/ac
2015,438,Canola,37.83,bu/ac
2016,438,Canola,44.5,bu/ac
2017,438,Canola,37.1,bu/ac
2018,438,Canola,43.4,bu/ac
2019,438,Canola,47.2,bu/ac
2020,438,Canola,46.9,bu/ac
2021,438,Canola,24.3,bu/ac
2022,438,Canola,43.6,bu/ac
2023,438,Canola,40.8,bu/ac
2024,438,Canola,33.4,bu/ac
2025,438,Canola,49,bu/ac
1990,439,Canola,24.8,bu/ac
1991,439,Canola,22,bu/ac
1992,439,Canola,12.1,bu/ac
1993,439,Canola,19.9,bu/ac
1994,439,Canola,19.9,bu/ac
1995,439,Canola,16.1,bu/ac
1996,439,Canola,17.6,bu/ac
1997,439,Canola,19,bu/ac
1998,439,Canola,21,bu/ac
1999,439,Canola,32.2,bu/ac
2000,439,Canola,30.6,bu/ac
2001,439,Canola,22.9,bu/ac
2002,439,Canola,6.8,bu/ac
2003,439,Canola,12.9,bu/ac
2004,439,Canola,25,bu/ac
2005,439,Canola,44.4,bu/ac
2006,439,Canola,32,bu/ac
2007,439,Canola,26.9,bu/ac
2008,439,Canola,37.9,bu/ac
2009,439,Canola,40.1,bu/ac
2010,439,Canola,37.8,bu/ac
2011,439,Canola,41.9,bu/ac
2012,439,Canola,30.7,bu/ac
2013,439,Canola,40.7,bu/ac
2014,439,Canola,47.03,bu/ac
2015,439,Canola,46.22,bu/ac
2016,439,Canola,48.9,bu/ac
2017,439,Canola,47.81,bu/ac
2018,439,Canola,49.1,bu/ac
2019,439,Canola,55.6,bu/ac
2020,439,Canola,53.4,bu/ac
2021,439,Canola,21.7,bu/ac
2022,439,Canola,43.1,bu/ac
2023,439,Canola,48.7,bu/ac
2024,439,Canola,29.9,bu/ac
2025,439,Canola,47.2,bu/ac
1990,440,Canola,24.2,bu/ac
1991,440,Canola,19.1,bu/ac
1992,440,Canola,21.8,bu/ac
1993,440,Canola,24.3,bu/ac
1994,440,Canola,24.7,bu/ac
1995,440,Canola,16.6,bu/ac
1996,440,Canola,19.3,bu/ac
1997,440,Canola,21,bu/ac
1998,440,Canola,17.6,bu/ac
