Year	Municipality	Crop	Variety	Farms	Acres	Yield/Acre	(Metric)	Yield/Acre	(Imperial)
2024	TWO BORDERS	RED SPRING WHEAT	AAC ELIE(BW931)	26	16,188.0	1.483	Tonnes	54.5	Bushels
2024	TWO BORDERS	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	11	4,177.0	1.801	Tonnes	66.2	Bushels
2024	TWO BORDERS	RED SPRING WHEAT	AAC HODGE |BW1069|	8	3,513.0	1.566	Tonnes	57.5	Bushels
2024	TWO BORDERS	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	16	9,680.0	1.511	Tonnes	55.5	Bushels
2024	TWO BORDERS	RED SPRING WHEAT	AAC REDBERRY	Below	Minimum	Tolerance	 	 	 
2024	TWO BORDERS	RED SPRING WHEAT	AAC STARBUCK <SECAN>	18	6,935.0	1.769	Tonnes	65.0	Bushels
2024	TWO BORDERS	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	Below	Minimum	Tolerance	 	 	 
2024	TWO BORDERS	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	13	6,318.0	1.834	Tonnes	67.4	Bushels
2024	TWO BORDERS	RED SPRING WHEAT	BOLLES <SEED DEPOT>	Below	Minimum	Tolerance	 	 	 
2024	TWO BORDERS	RED SPRING WHEAT	CARBERRY (BW874)	Below	Minimum	Tolerance	 	 	 
2024	TWO BORDERS	RED SPRING WHEAT	CDC ADAMANT (BW488)	Below	Minimum	Tolerance	 	 	 
2024	TWO BORDERS	RED SPRING WHEAT	CDC HUGHES <CPSC> |PT588|	Below	Minimum	Tolerance	 	 	 
2024	TWO BORDERS	RED SPRING WHEAT	SY BRAWN	Below	Minimum	Tolerance	 	 	 
2024	TWO BORDERS	RED SPRING WHEAT	SY MANNESS	Below	Minimum	Tolerance	 	 	 
2024	TWO BORDERS	RED SPRING WHEAT	SY TORACH <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2024	UNORG TERRITORY	RED SPRING WHEAT	AAC HODGE |BW1069|	Below	Minimum	Tolerance	 	 	 
2024	UNORG TERRITORY	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	Below	Minimum	Tolerance	 	 	 
2024	VICTORIA	RED SPRING WHEAT	5605HR CL (BW918)	Below	Minimum	Tolerance	 	 	 
2024	VICTORIA	RED SPRING WHEAT	AAC BRANDON (BW 932)	12	4,832.0	1.951	Tonnes	71.7	Bushels
2024	VICTORIA	RED SPRING WHEAT	AAC ELIE(BW931)	7	1,057.0	1.295	Tonnes	47.6	Bushels
2024	VICTORIA	RED SPRING WHEAT	AAC HODGE |BW1069|	Below	Minimum	Tolerance	 	 	 
2024	VICTORIA	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	8	1,585.0	1.623	Tonnes	59.6	Bushels
2024	VICTORIA	RED SPRING WHEAT	AAC REDBERRY	Below	Minimum	Tolerance	 	 	 
2024	VICTORIA	RED SPRING WHEAT	AAC STARBUCK <SECAN>	10	2,543.0	2.104	Tonnes	77.3	Bushels
2024	VICTORIA	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	6	2,023.0	2.021	Tonnes	74.3	Bushels
2024	VICTORIA	RED SPRING WHEAT	AC BARRIE (BW 661)	Below	Minimum	Tolerance	 	 	 
2024	VICTORIA	RED SPRING WHEAT	CDC ENVY	Below	Minimum	Tolerance	 	 	 
2024	VICTORIA	RED SPRING WHEAT	SY CAST	Below	Minimum	Tolerance	 	 	 
2024	VICTORIA	RED SPRING WHEAT	SY MANNESS	Below	Minimum	Tolerance	 	 	 
2024	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC BRANDON (BW 932)	49	19,736.0	1.497	Tonnes	55.0	Bushels
2024	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC BROADACRES <PROVEN>	Below	Minimum	Tolerance	 	 	 
2024	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC ELIE(BW931)	Below	Minimum	Tolerance	 	 	 
2024	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	15	5,998.0	1.755	Tonnes	64.5	Bushels
2024	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC HODGE |BW1069|	31	8,406.0	1.623	Tonnes	59.6	Bushels
2024	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	Below	Minimum	Tolerance	 	 	 
2024	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC REDBERRY	Below	Minimum	Tolerance	 	 	 
2024	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC REDSTAR <SECAN> |PT488|	Below	Minimum	Tolerance	 	 	 
2024	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC STARBUCK <SECAN>	55	22,903.0	1.565	Tonnes	57.5	Bushels
2024	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	Below	Minimum	Tolerance	 	 	 
2024	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC WESTKING	Below	Minimum	Tolerance	 	 	 
2024	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	34	17,893.0	1.535	Tonnes	56.4	Bushels
2024	WALLACE-WOODWORTH	RED SPRING WHEAT	BOLLES <SEED DEPOT>	Below	Minimum	Tolerance	 	 	 
2024	WALLACE-WOODWORTH	RED SPRING WHEAT	CDC ENVY	Below	Minimum	Tolerance	 	 	 
2024	WALLACE-WOODWORTH	RED SPRING WHEAT	CDC HUGHES <CPSC> |PT588|	Below	Minimum	Tolerance	 	 	 
2024	WALLACE-WOODWORTH	RED SPRING WHEAT	GLENN	Below	Minimum	Tolerance	 	 	 
2024	WALLACE-WOODWORTH	RED SPRING WHEAT	SY MANNESS	7	1,746.0	1.949	Tonnes	71.6	Bushels
2024	WALLACE-WOODWORTH	RED SPRING WHEAT	SY TORACH <SYNGENTA>	7	2,120.0	1.304	Tonnes	47.9	Bushels
2024	WEST INTERLAKE	RED SPRING WHEAT	AAC BRANDON (BW 932)	Below	Minimum	Tolerance	 	 	 
2024	WEST INTERLAKE	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	3	713.0	1.419	Tonnes	52.1	Bushels
2024	WEST INTERLAKE	RED SPRING WHEAT	AAC HODGE |BW1069|	Below	Minimum	Tolerance	 	 	 
2024	WEST INTERLAKE	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2024	WEST INTERLAKE	RED SPRING WHEAT	SY MANNESS	Below	Minimum	Tolerance	 	 	 
2024	WEST ST. PAUL	RED SPRING WHEAT	AAC BRANDON (BW 932)	Below	Minimum	Tolerance	 	 	 
2024	WEST ST. PAUL	RED SPRING WHEAT	AAC STARBUCK <SECAN>	4	1,485.0	1.515	Tonnes	55.7	Bushels
2024	WESTLAKE-GLADSTONE	RED SPRING WHEAT	AAC BRANDON (BW 932)	46	37,028.0	1.716	Tonnes	63.1	Bushels
2024	WESTLAKE-GLADSTONE	RED SPRING WHEAT	AAC ELIE(BW931)	Below	Minimum	Tolerance	 	 	 
2024	WESTLAKE-GLADSTONE	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	9	1,487.0	1.273	Tonnes	46.8	Bushels
2024	WESTLAKE-GLADSTONE	RED SPRING WHEAT	AAC HODGE |BW1069|	3	761.0	1.752	Tonnes	64.4	Bushels
2024	WESTLAKE-GLADSTONE	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	Below	Minimum	Tolerance	 	 	 
2024	WESTLAKE-GLADSTONE	RED SPRING WHEAT	AAC REDBERRY	3	1,432.0	1.529	Tonnes	56.2	Bushels
2024	WESTLAKE-GLADSTONE	RED SPRING WHEAT	AAC STARBUCK <SECAN>	31	17,912.0	1.904	Tonnes	69.9	Bushels
2024	WESTLAKE-GLADSTONE	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	3	3,222.0	1.722	Tonnes	63.3	Bushels
2024	WESTLAKE-GLADSTONE	RED SPRING WHEAT	BOLLES <SEED DEPOT>	Below	Minimum	Tolerance	 	 	 
2024	WHITEHEAD	RED SPRING WHEAT	AAC BRANDON (BW 932)	26	11,521.0	1.571	Tonnes	57.7	Bushels
2024	WHITEHEAD	RED SPRING WHEAT	AAC BROADACRES <PROVEN>	4	677.0	1.800	Tonnes	66.1	Bushels
2024	WHITEHEAD	RED SPRING WHEAT	AAC ELIE(BW931)	Below	Minimum	Tolerance	 	 	 
2024	WHITEHEAD	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	Below	Minimum	Tolerance	 	 	 
2024	WHITEHEAD	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	Below	Minimum	Tolerance	 	 	 
2024	WHITEHEAD	RED SPRING WHEAT	AAC STARBUCK <SECAN>	7	3,199.0	1.707	Tonnes	62.7	Bushels
2024	WHITEHEAD	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	11	7,047.0	1.746	Tonnes	64.2	Bushels
2024	WHITEHEAD	RED SPRING WHEAT	SY MANNESS	3	1,032.0	1.650	Tonnes	60.6	Bushels
2024	WHITEMOUTH	RED SPRING WHEAT	AAC BRANDON (BW 932)	10	1,580.0	1.693	Tonnes	62.2	Bushels
2024	WHITEMOUTH	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	3	1,133.0	1.738	Tonnes	63.9	Bushels
2024	WHITEMOUTH	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	Below	Minimum	Tolerance	 	 	 
2024	WHITEMOUTH	RED SPRING WHEAT	AAC STARBUCK <SECAN>	Below	Minimum	Tolerance	 	 	 
2024	WHITEMOUTH	RED SPRING WHEAT	GLENN	Below	Minimum	Tolerance	 	 	 
2024	WINNIPEG	RED SPRING WHEAT	AAC BRANDON (BW 932)	Below	Minimum	Tolerance	 	 	 
2024	WINNIPEG	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	4	767.0	1.844	Tonnes	67.7	Bushels
2024	WINNIPEG	RED SPRING WHEAT	AAC STARBUCK <SECAN>	3	946.0	1.502	Tonnes	55.2	Bushels
2024	WOODLANDS	RED SPRING WHEAT	AAC BRANDON (BW 932)	21	8,941.0	1.474	Tonnes	54.2	Bushels
2024	WOODLANDS	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	4	1,509.0	1.949	Tonnes	71.6	Bushels
2024	WOODLANDS	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	3	740.0	1.321	Tonnes	48.5	Bushels
2024	WOODLANDS	RED SPRING WHEAT	AAC STARBUCK <SECAN>	32	10,161.0	1.706	Tonnes	62.7	Bushels
2024	WOODLANDS	RED SPRING WHEAT	AAC STOUGHTON	Below	Minimum	Tolerance	 	 	 
2024	WOODLANDS	RED SPRING WHEAT	AAC WESTKING	Below	Minimum	Tolerance	 	 	 
2024	YELLOWHEAD	RED SPRING WHEAT	AAC BRANDON (BW 932)	7	1,913.2	1.518	Tonnes	55.8	Bushels
2024	YELLOWHEAD	RED SPRING WHEAT	AAC BROADACRES <PROVEN>	Below	Minimum	Tolerance	 	 	 
2024	YELLOWHEAD	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	13	4,475.0	1.836	Tonnes	67.5	Bushels
2024	YELLOWHEAD	RED SPRING WHEAT	AAC HODGE |BW1069|	13	8,134.0	1.745	Tonnes	64.1	Bushels
2024	YELLOWHEAD	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	Below	Minimum	Tolerance	 	 	 
2024	YELLOWHEAD	RED SPRING WHEAT	AAC MAGNET |BW 1045, BJ14*A01135|	Below	Minimum	Tolerance	 	 	 
2024	YELLOWHEAD	RED SPRING WHEAT	AAC REDBERRY	9	3,673.0	1.516	Tonnes	55.7	Bushels
2024	YELLOWHEAD	RED SPRING WHEAT	AAC STARBUCK <SECAN>	27	9,570.1	1.876	Tonnes	68.9	Bushels
2024	YELLOWHEAD	RED SPRING WHEAT	AAC WESTKING	Below	Minimum	Tolerance	 	 	 
2024	YELLOWHEAD	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	20	12,479.0	2.076	Tonnes	76.3	Bushels
2024	YELLOWHEAD	RED SPRING WHEAT	BOLLES <SEED DEPOT>	3	1,515.0	1.980	Tonnes	72.7	Bushels
2024	YELLOWHEAD	RED SPRING WHEAT	CDC ENVY	Below	Minimum	Tolerance	 	 	 
2024	YELLOWHEAD	RED SPRING WHEAT	SY MANNESS	24	8,803.0	2.016	Tonnes	74.1	Bushels
2024	YELLOWHEAD	RED SPRING WHEAT	SY TORACH <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2025	ALEXANDER	RED SPRING WHEAT	AAC BRANDON (BW 932)	4	835.0	1.909	Tonnes	70.2	Bushels
2025	ALEXANDER	RED SPRING WHEAT	AAC BROADACRES <PROVEN>	Below	Minimum	Tolerance	 	 	 
2025	ALEXANDER	RED SPRING WHEAT	AAC ELIE(BW931)	3	1,226.0	2.385	Tonnes	87.6	Bushels
2025	ALEXANDER	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	Below	Minimum	Tolerance	 	 	 
2025	ALEXANDER	RED SPRING WHEAT	AAC STARBUCK <SECAN>	4	1,354.0	2.238	Tonnes	82.2	Bushels
2025	ALEXANDER	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	3	1,850.0	1.851	Tonnes	68.0	Bushels
2025	ALEXANDER	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2025	ALEXANDER	RED SPRING WHEAT	GLENN	Below	Minimum	Tolerance	 	 	 
2025	ALEXANDER	RED SPRING WHEAT	SY MANNESS	Below	Minimum	Tolerance	 	 	 
2025	ALONSA	RED SPRING WHEAT	AAC BRANDON (BW 932)	12	9,408.0	1.380	Tonnes	50.7	Bushels
2025	ALONSA	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	5	6,469.0	1.227	Tonnes	45.1	Bushels
2025	ALONSA	RED SPRING WHEAT	AAC HODGE |BW1069|	Below	Minimum	Tolerance	 	 	 
2025	ALONSA	RED SPRING WHEAT	AAC STARBUCK <SECAN>	6	1,976.0	1.228	Tonnes	45.1	Bushels
2025	ARGYLE	RED SPRING WHEAT	AAC BRANDON (BW 932)	44	17,232.0	1.841	Tonnes	67.7	Bushels
2025	ARGYLE	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	Below	Minimum	Tolerance	 	 	 
2025	ARGYLE	RED SPRING WHEAT	AAC HODGE |BW1069|	Below	Minimum	Tolerance	 	 	 
2025	ARGYLE	RED SPRING WHEAT	AAC STARBUCK <SECAN>	27	9,522.0	1.744	Tonnes	64.1	Bushels
2025	ARGYLE	RED SPRING WHEAT	AAC WESTKING	Below	Minimum	Tolerance	 	 	 
2025	ARGYLE	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	3	1,205.0	1.817	Tonnes	66.8	Bushels
2025	ARGYLE	RED SPRING WHEAT	AC BARRIE (BW 661)	Below	Minimum	Tolerance	 	 	 
2025	ARGYLE	RED SPRING WHEAT	SY MANNESS	12	3,170.0	1.821	Tonnes	66.9	Bushels
2025	ARMSTRONG	RED SPRING WHEAT	AAC BRANDON (BW 932)	9	1,177.0	0.608	Tonnes	22.3	Bushels
2025	ARMSTRONG	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	Below	Minimum	Tolerance	 	 	 
2025	ARMSTRONG	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	Below	Minimum	Tolerance	 	 	 
2025	ARMSTRONG	RED SPRING WHEAT	CDC HUGHES <CPSC> |PT588|	Below	Minimum	Tolerance	 	 	 
2025	ARMSTRONG	RED SPRING WHEAT	NEEPAWA	Below	Minimum	Tolerance	 	 	 
2025	ARMSTRONG	RED SPRING WHEAT	SY MANNESS	3	601.0	1.168	Tonnes	42.9	Bushels
2025	BIFROST-RIVERTON	RED SPRING WHEAT	AAC BRANDON (BW 932)	21	7,390.0	1.386	Tonnes	50.9	Bushels
2025	BIFROST-RIVERTON	RED SPRING WHEAT	AAC BROADACRES <PROVEN>	3	632.0	1.502	Tonnes	55.2	Bushels
2025	BIFROST-RIVERTON	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	25	6,777.0	1.558	Tonnes	57.2	Bushels
2025	BIFROST-RIVERTON	RED SPRING WHEAT	AAC HODGE |BW1069|	Below	Minimum	Tolerance	 	 	 
2025	BIFROST-RIVERTON	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	Below	Minimum	Tolerance	 	 	 
2025	BIFROST-RIVERTON	RED SPRING WHEAT	AAC SPIKE	3	613.0	1.506	Tonnes	55.3	Bushels
2025	BIFROST-RIVERTON	RED SPRING WHEAT	AAC STARBUCK <SECAN>	7	1,837.0	1.607	Tonnes	59.1	Bushels
2025	BIFROST-RIVERTON	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	4	1,262.0	1.596	Tonnes	58.6	Bushels
2025	BIFROST-RIVERTON	RED SPRING WHEAT	AAC WALSH	Below	Minimum	Tolerance	 	 	 
2025	BIFROST-RIVERTON	RED SPRING WHEAT	AAC WESTKING	Below	Minimum	Tolerance	 	 	 
2025	BIFROST-RIVERTON	RED SPRING WHEAT	AC BARRIE (BW 661)	Below	Minimum	Tolerance	 	 	 
2025	BIFROST-RIVERTON	RED SPRING WHEAT	CS DAYBREAK <CANTERRA>	Below	Minimum	Tolerance	 	 	 
2025	BIFROST-RIVERTON	RED SPRING WHEAT	SY MANNESS	37	15,691.0	1.558	Tonnes	57.3	Bushels
2025	BIFROST-RIVERTON	RED SPRING WHEAT	SY TORACH <SYNGENTA>	11	1,367.8	1.458	Tonnes	53.6	Bushels
2025	BOISSEVAIN-MORTON	RED SPRING WHEAT	AAC BRANDON (BW 932)	21	8,651.0	1.938	Tonnes	71.2	Bushels
2025	BOISSEVAIN-MORTON	RED SPRING WHEAT	AAC BROADACRES <PROVEN>	Below	Minimum	Tolerance	 	 	 
2025	BOISSEVAIN-MORTON	RED SPRING WHEAT	AAC ELIE(BW931)	Below	Minimum	Tolerance	 	 	 
2025	BOISSEVAIN-MORTON	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	6	1,507.0	1.859	Tonnes	68.3	Bushels
2025	BOISSEVAIN-MORTON	RED SPRING WHEAT	AAC HODGE |BW1069|	6	2,449.0	1.812	Tonnes	66.6	Bushels
2025	BOISSEVAIN-MORTON	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	Below	Minimum	Tolerance	 	 	 
2025	BOISSEVAIN-MORTON	RED SPRING WHEAT	AAC STARBUCK <SECAN>	14	5,675.0	1.849	Tonnes	67.9	Bushels
2025	BOISSEVAIN-MORTON	RED SPRING WHEAT	AAC WALKER	Below	Minimum	Tolerance	 	 	 
2025	BOISSEVAIN-MORTON	RED SPRING WHEAT	AAC WALSH	Below	Minimum	Tolerance	 	 	 
2025	BOISSEVAIN-MORTON	RED SPRING WHEAT	AAC WESTKING	3	950.0	1.817	Tonnes	66.8	Bushels
2025	BOISSEVAIN-MORTON	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	31	17,017.0	2.141	Tonnes	78.7	Bushels
2025	BOISSEVAIN-MORTON	RED SPRING WHEAT	BOLLES <SEED DEPOT>	Below	Minimum	Tolerance	 	 	 
2025	BOISSEVAIN-MORTON	RED SPRING WHEAT	SY MANNESS	3	745.0	2.474	Tonnes	90.9	Bushels
2025	BRENDA-WASKADA	RED SPRING WHEAT	AAC BRANDON (BW 932)	35	21,742.0	1.641	Tonnes	60.3	Bushels
2025	BRENDA-WASKADA	RED SPRING WHEAT	AAC BROADACRES <PROVEN>	Below	Minimum	Tolerance	 	 	 
2025	BRENDA-WASKADA	RED SPRING WHEAT	AAC ELIE(BW931)	8	3,020.0	1.292	Tonnes	47.5	Bushels
2025	BRENDA-WASKADA	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	5	3,199.0	1.257	Tonnes	46.2	Bushels
2025	BRENDA-WASKADA	RED SPRING WHEAT	AAC HODGE |BW1069|	Below	Minimum	Tolerance	 	 	 
2025	BRENDA-WASKADA	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	Below	Minimum	Tolerance	 	 	 
2025	BRENDA-WASKADA	RED SPRING WHEAT	AAC REDBERRY	Below	Minimum	Tolerance	 	 	 
2025	BRENDA-WASKADA	RED SPRING WHEAT	AAC STARBUCK <SECAN>	3	2,333.0	1.731	Tonnes	63.6	Bushels
2025	BRENDA-WASKADA	RED SPRING WHEAT	AAC WESTKING	Below	Minimum	Tolerance	 	 	 
2025	BRENDA-WASKADA	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	21	11,764.0	1.663	Tonnes	61.1	Bushels
2025	BRENDA-WASKADA	RED SPRING WHEAT	BOLLES <SEED DEPOT>	Below	Minimum	Tolerance	 	 	 
2025	BRENDA-WASKADA	RED SPRING WHEAT	SY MANNESS	Below	Minimum	Tolerance	 	 	 
2025	BRENDA-WASKADA	RED SPRING WHEAT	SY TORACH <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2025	BROKENHEAD	RED SPRING WHEAT	AAC BRANDON (BW 932)	17	3,534.0	1.816	Tonnes	66.7	Bushels
2025	BROKENHEAD	RED SPRING WHEAT	AAC BROADACRES <PROVEN>	17	2,564.0	1.563	Tonnes	57.4	Bushels
2025	BROKENHEAD	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	8	1,932.0	1.565	Tonnes	57.5	Bushels
2025	BROKENHEAD	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	Below	Minimum	Tolerance	 	 	 
2025	BROKENHEAD	RED SPRING WHEAT	AAC STARBUCK <SECAN>	7	2,315.0	1.791	Tonnes	65.8	Bushels
2025	BROKENHEAD	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	18	5,840.0	1.971	Tonnes	72.4	Bushels
2025	BROKENHEAD	RED SPRING WHEAT	BOLLES <SEED DEPOT>	6	1,895.0	1.566	Tonnes	57.5	Bushels
2025	BROKENHEAD	RED SPRING WHEAT	CARBERRY (BW874)	Below	Minimum	Tolerance	 	 	 
2025	BROKENHEAD	RED SPRING WHEAT	GLENN	Below	Minimum	Tolerance	 	 	 
2025	BROKENHEAD	RED SPRING WHEAT	ROBLIN	Below	Minimum	Tolerance	 	 	 
2025	BROKENHEAD	RED SPRING WHEAT	SY CAST	Below	Minimum	Tolerance	 	 	 
2025	BROKENHEAD	RED SPRING WHEAT	SY MANNESS	14	3,255.0	1.849	Tonnes	67.9	Bushels
2025	CARTIER	RED SPRING WHEAT	AAC BRANDON (BW 932)	18	4,935.0	2.033	Tonnes	74.7	Bushels
2025	CARTIER	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	9	3,030.0	2.275	Tonnes	83.6	Bushels
2025	CARTIER	RED SPRING WHEAT	AAC STARBUCK <SECAN>	19	7,447.0	2.098	Tonnes	77.1	Bushels
2025	CARTIER	RED SPRING WHEAT	SY GABBRO <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2025	CARTIER	RED SPRING WHEAT	SY MANNESS	19	8,174.0	2.140	Tonnes	78.6	Bushels
2025	CARTWRIGHT-ROBLIN	RED SPRING WHEAT	AAC BRANDON (BW 932)	24	6,181.0	1.878	Tonnes	69.0	Bushels
2025	CARTWRIGHT-ROBLIN	RED SPRING WHEAT	AAC BROADACRES <PROVEN>	Below	Minimum	Tolerance	 	 	 
2025	CARTWRIGHT-ROBLIN	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	Below	Minimum	Tolerance	 	 	 
2025	CARTWRIGHT-ROBLIN	RED SPRING WHEAT	AAC HODGE |BW1069|	Below	Minimum	Tolerance	 	 	 
2025	CARTWRIGHT-ROBLIN	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	3	528.0	1.579	Tonnes	58.0	Bushels
2025	CARTWRIGHT-ROBLIN	RED SPRING WHEAT	AAC STARBUCK <SECAN>	17	6,826.0	1.883	Tonnes	69.2	Bushels
2025	CARTWRIGHT-ROBLIN	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	23	7,313.0	1.801	Tonnes	66.2	Bushels
2025	CARTWRIGHT-ROBLIN	RED SPRING WHEAT	AC BARRIE (BW 661)	Below	Minimum	Tolerance	 	 	 
2025	CARTWRIGHT-ROBLIN	RED SPRING WHEAT	CDC ENVY	Below	Minimum	Tolerance	 	 	 
2025	CARTWRIGHT-ROBLIN	RED SPRING WHEAT	SY MANNESS	5	1,310.0	2.158	Tonnes	79.3	Bushels
2025	CLANWILLIAM-ERICKSON	RED SPRING WHEAT	AAC BRANDON (BW 932)	3	617.0	1.251	Tonnes	46.0	Bushels
2025	CLANWILLIAM-ERICKSON	RED SPRING WHEAT	AAC BROADACRES <PROVEN>	Below	Minimum	Tolerance	 	 	 
2025	CLANWILLIAM-ERICKSON	RED SPRING WHEAT	AAC CAMERON VB <CANTERRA>	Below	Minimum	Tolerance	 	 	 
2025	CLANWILLIAM-ERICKSON	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	3	1,460.0	1.716	Tonnes	63.0	Bushels
2025	CLANWILLIAM-ERICKSON	RED SPRING WHEAT	AAC HODGE |BW1069|	Below	Minimum	Tolerance	 	 	 
2025	CLANWILLIAM-ERICKSON	RED SPRING WHEAT	AAC REDBERRY	Below	Minimum	Tolerance	 	 	 
2025	CLANWILLIAM-ERICKSON	RED SPRING WHEAT	AAC STARBUCK <SECAN>	7	2,064.0	1.768	Tonnes	65.0	Bushels
2025	CLANWILLIAM-ERICKSON	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	Below	Minimum	Tolerance	 	 	 
2025	CLANWILLIAM-ERICKSON	RED SPRING WHEAT	AC BARRIE (BW 661)	Below	Minimum	Tolerance	 	 	 
2025	CLANWILLIAM-ERICKSON	RED SPRING WHEAT	SY MANNESS	Below	Minimum	Tolerance	 	 	 
2025	COLDWELL	RED SPRING WHEAT	AAC BRANDON (BW 932)	Below	Minimum	Tolerance	 	 	 
2025	COLDWELL	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	Below	Minimum	Tolerance	 	 	 
2025	COLDWELL	RED SPRING WHEAT	SY MANNESS	Below	Minimum	Tolerance	 	 	 
2025	CORNWALLIS	RED SPRING WHEAT	AAC BRANDON (BW 932)	21	6,556.0	1.636	Tonnes	60.1	Bushels
2025	CORNWALLIS	RED SPRING WHEAT	AAC ELIE(BW931)	Below	Minimum	Tolerance	 	 	 
2025	CORNWALLIS	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	Below	Minimum	Tolerance	 	 	 
2025	CORNWALLIS	RED SPRING WHEAT	AAC STARBUCK <SECAN>	6	1,525.0	1.393	Tonnes	51.2	Bushels
2025	CORNWALLIS	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	6	3,734.0	2.215	Tonnes	81.4	Bushels
2025	CORNWALLIS	RED SPRING WHEAT	SY MANNESS	Below	Minimum	Tolerance	 	 	 
2025	DAUPHIN	RED SPRING WHEAT	AAC BRANDON (BW 932)	39	13,697.7	1.733	Tonnes	63.7	Bushels
2025	DAUPHIN	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	4	505.0	1.985	Tonnes	72.9	Bushels
2025	DAUPHIN	RED SPRING WHEAT	AAC REDBERRY	Below	Minimum	Tolerance	 	 	 
2025	DAUPHIN	RED SPRING WHEAT	AAC SPIKE	Below	Minimum	Tolerance	 	 	 
2025	DAUPHIN	RED SPRING WHEAT	AAC STARBUCK <SECAN>	19	8,089.0	1.953	Tonnes	71.8	Bushels
2025	DAUPHIN	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	5	2,622.0	2.299	Tonnes	84.5	Bushels
